id;institutionType;name;localization;voivodeship;county;city;address;latitude;longitude;website;email;phone;capacity;kidsEnrolled;basicPricePerMonth;extendedStayOver10H;basicPricePerHour;foodPricePerMonth;foodPricePerDay;discounts;openingHours;isAdaptedToDisabledChildren;operatingEntityName;operatingEntityAddress;operatingEntityNIP;operatingEntityREGON;operatingEntityRegNoPosition;operatingEntityWebsite;businessActivitySuspended
2083;Klub dziecięcy;"KLUBIK DZIECIĘCY ""MAMA, TATA I JA""";WIELKOPOLSKIE > Powiat wrzesiński > Września > Września, miasto ul.  Kosynierów 64A;WIELKOPOLSKIE ;Powiat wrzesiński ;Września ;Września, miasto ul.  Kosynierów 64A;52.33218410000001;17.5776006;;RZYMKASIA@GMAIL.COM;662929553;23;15;430.0 zł;;;;14.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ;NIE;NIEPUBLICZNE PRZEDSZKOLE ENGLISH HOUSE JUNIOR KATARZYNA RZYMSKA;ul.  Kosynierów 64A 62-300 Września, Września, miasto;7861480904;301652899;19776/P;RZYMKASIA@GMAIL.COM;NIE
2084;Klub dziecięcy;Klub Malucha Hocki Klocki;POMORSKIE > Powiat kartuski > Żukowo > Banino, wieś ul.  Miodowa 26;POMORSKIE ;Powiat kartuski ;Żukowo ;Banino, wieś ul.  Miodowa 26;54.3861275;18.3870698;;jrzesna@wp.pl;730282424;12;12;1070.0 zł;;;;12.5 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota, Niedziela 06:30-17:30 ;NIE;JP Joanna Rześna;;5831874081;368298885;13108/P;;NIE
2085;Żłobek;Niepubliczny Żłobek Smerfuś;OPOLSKIE > Powiat brzeski > Skarbimierz > Skarbimierz-Osiedle, osiedle ul.  Topolowa 16;OPOLSKIE ;Powiat brzeski ;Skarbimierz ;Skarbimierz-Osiedle, osiedle ul.  Topolowa 16;50.8454128;17.4154542;;pabo.96@wp.pl;731161222;45;45;1350.0 zł;25.0 zł;;;17.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ;NIE;PABO  PAULINA POCIECHA;ul.  Topolowa 16 49-318 SKARBIMIERZ, Skarbimierz-Osiedle, osiedle;7471902289;366043135;2043/P;;NIE
2086;Żłobek;"Żłobek Niepubliczny ""Mały Książę""";WIELKOPOLSKIE > Powiat rawicki > Miejska Górka > Miejska Górka, miasto ul.  Paderewskiego 22;WIELKOPOLSKIE ;Powiat rawicki ;Miejska Górka ;Miejska Górka, miasto ul.  Paderewskiego 22;51.6529438;16.9540277;www.zlobek-rawicz.pl;biuro@zlobek-rawicz.pl;693369316;33;8;950.0 zł;;;;10.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-15:30 ;NIE;Agnieszka Szlachta - Zakrzewska;;9161278509;932839050;2741/P;www.zlobek-rawicz.pl;NIE
2087;Żłobek;Samorządowy Żłobek w Morawicy;ŚWIĘTOKRZYSKIE > Powiat kielecki > Morawica > Morawica, miasto ul.  Szkolna 4;ŚWIĘTOKRZYSKIE ;Powiat kielecki ;Morawica ;Morawica, miasto ul.  Szkolna 4;50.7436632;20.6179961;;morawicazlobek@gmail.com;413114-626;50;50;500.0 zł;8.0 zł;;;12.0 zł;Zniżka - zniżka za drugie i kolejne dziecko w rodzinie: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;TAK;Gmina Morawica;ul.  Spacerowa 7 26-026 Morawica, Morawica, miasto;6572630604;291010352;2636/P;www.morawica.pl;NIE
2088;Klub dziecięcy;"Klub  Dziecięcy "" Maluch"" w Zwierzynie";LUBUSKIE > Powiat strzelecko-drezdenecki > Zwierzyn > Zwierzyn, wieś ul.  Szeroka 4;LUBUSKIE ;Powiat strzelecko-drezdenecki ;Zwierzyn ;Zwierzyn, wieś ul.  Szeroka 4;52.8384946;15.5837538;;maluch@zwierzyn.pl;798903289;16;16;300.0 zł;;;;12.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;TAK;Gmina Zwierzyn;ul.  Wojska Polskiego 8 66-542 ZWIERZYN, Zwierzyn, wieś;5991008091;210966740;19816/P;www.zwierzyn.pl;NIE
2089;Żłobek;Esy Floresy;ŁÓDZKIE > Powiat Łódź > Łódź-Widzew > Łódź-Widzew, delegatura ul. Anny Jagiellonki 2;ŁÓDZKIE ;Powiat Łódź ;Łódź-Widzew ;Łódź-Widzew, delegatura ul. Anny Jagiellonki 2;51.740039;19.568104;;zlobekesyfloresylodz@gmail.com;502672721;23;23;1690.0 zł;30.0 zł;;;17.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;TAK;"Anna Sobota-Krawczyk Pracownia Psychologiczno-Edukacyjna ""Strefa Rozwoju""";;7491897404;160346875;352/P;;NIE
2090;Klub dziecięcy;Ekologiczny Klub Malucha Koziołek Niematołek;KUJAWSKO-POMORSKIE > Powiat Bydgoszcz > Bydgoszcz > Bydgoszcz, miasto ul.  Rysia 2;KUJAWSKO-POMORSKIE ;Powiat Bydgoszcz ;Bydgoszcz ;Bydgoszcz, miasto ul.  Rysia 2;53.09751619999999;18.0380642;www.koziolekniematolek.pl;biuro@koziolekniematolek.pl;668300247;30;19;1250.0 zł;;;;15.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;TAK;Ekologiczny Klub Malucha Koziołek Niematołek S.C. Patryk Górecki, Anna Górecka;ul.  Sybiraków 10 lok. 99 85-796 Bydgoszcz, Bydgoszcz, miasto;5542978940;384172054;16169/P;www.koziolekniematolek.pl;NIE
2091;Żłobek;KidsFirst by Katarzyna Szulc;MAZOWIECKIE > Powiat Warszawa > Warszawa - Praga-Północ > Warszawa - Praga-Północ, dzielnica m. st. Warszawy ul.  Szwedzka 30 lok. K.A.U1;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Praga-Północ ;Warszawa - Praga-Północ, dzielnica m. st. Warszawy ul.  Szwedzka 30 lok. K.A.U1;52.2659824;21.0408015;www.kidsfirst.edu.pl;katarzyna.szulc@kidsfirst.edu.pl;787 958 888;30;30;2400.0 zł;;;;23.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota, Niedziela 07:30-18:00 ;TAK;CoAction Katarzyna Szulc;ul.  Szwedzka 30 lok. K.A.U1 03-420 Warszawa - Praga-Północ, Warszawa - Praga-Północ, dzielnica m. st. Warszawy;8261951046;142645630;15990/P;www.kidsfirst.edu.pl;NIE
2092;Klub dziecięcy;Klub Malucha TUPTUSIE;WIELKOPOLSKIE > Powiat grodziski > Grodzisk Wielkopolski > Grodzisk Wielkopolski, miasto ul.  Powstańców Chocieszyńskich 24;WIELKOPOLSKIE ;Powiat grodziski ;Grodzisk Wielkopolski ;Grodzisk Wielkopolski, miasto ul.  Powstańców Chocieszyńskich 24;52.2276834;16.3728965;;klubmalucha1228@wp.pl;507723811;15;6;;;11.0 zł;;0.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-15:30 ;NIE;Klub Malucha TUPTUSIE Zofia Macinska;ul.  Powstańców Chocieszyńskich 24 62-065 Grodzisk Wielkopolski, Grodzisk Wielkopolski, miasto;9950256322;386284768;19824/P;;TAK
2093;Żłobek;Niepubliczny Żłobek Elfiki na Targówku;MAZOWIECKIE > Powiat Warszawa > Warszawa - Targówek > Warszawa - Targówek, dzielnica m. st. Warszawy ul.  Codzienna 8A;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Targówek ;Warszawa - Targówek, dzielnica m. st. Warszawy ul.  Codzienna 8A;52.2862586;21.0636385;elfiki.edu.pl;cmelfiki@gmail.com;697170220;42;42;0.0 zł;;;;20.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:30-17:30 ;TAK;CENTRUM MALUSZKA EWA KORZYBSKA;;5691603932;142837392;1192/P;http://zlobek.elfiki.edu.pl/;NIE
2094;Żłobek;Żłobek Uśmiechnięty;MAZOWIECKIE > Powiat płocki > Wyszogród > Wyszogród, miasto ul.  Kościelna 1;MAZOWIECKIE ;Powiat płocki ;Wyszogród ;Wyszogród, miasto ul.  Kościelna 1;52.387715;20.190389;;zlobekusmiechniety@fep.edu.pl;668824201;25;17;864.0 zł;;;;18.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;Fundacja Edukacji Przedszkolnej;pl. św. Macieja 2 50-244 Wrocław-Śródmieście, Wrocław-Śródmieście, delegatura;8982112726;20545528;11941/P;brak;NIE
2095;Żłobek;Baza Montessori;MAZOWIECKIE > Powiat Warszawa > Warszawa - Białołęka > Warszawa - Białołęka, dzielnica m. st. Warszawy ul.  Dębowa 12M;MAZOWIECKIE ;Powiat Warszawa ;Warszawa - Białołęka ;Warszawa - Białołęka, dzielnica m. st. Warszawy ul.  Dębowa 12M;52.3616944;20.9490791;bazamontessori.pl;mariolamu@o2.pl;600423754;12;;1600.0 zł;80.0 zł;;;16.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% Zniżka - Dzieci pracowników: 95.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 08:00-17:00 ;NIE;Mariola Petelewicz BAza Montessori;;5241852262;386698560;19778/P;bazamontessori.pl;NIE
2096;Żłobek;Niepubliczny Żłobek Montessori First Step s.c.;ŚWIĘTOKRZYSKIE > Powiat ostrowiecki > Ostrowiec Świętokrzyski > Ostrowiec Świętokrzyski, miasto ul.  Akademicka 12;ŚWIĘTOKRZYSKIE ;Powiat ostrowiecki ;Ostrowiec Świętokrzyski ;Ostrowiec Świętokrzyski, miasto ul.  Akademicka 12;50.9508911;21.3911334;;montessori.1firststep@gmail.com;511000461;37;37;900.0 zł;50.0 zł;;;15.0 zł;Zniżka - Samotne wychowanie dziecka: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ;TAK;Niepubliczny Żłobek i Przedszkole Montessori First Step s.c.;ul.  Akademicka 12 27-400 Ostrowiec Świętokrzyski, Ostrowiec Świętokrzyski, miasto;6612379206;385108182;19818/P;;NIE
2097;Żłobek;Zielony Żłobek;DOLNOŚLĄSKIE > Powiat lubiński > Lubin > Lubin, miasto ul.  Polna 27 lok. 29;DOLNOŚLĄSKIE ;Powiat lubiński ;Lubin ;Lubin, miasto ul.  Polna 27 lok. 29;51.402443;16.1725008;www.zielonaedukacja.com;radko.malgorzata@wp.pl;768456594;40;20;260.0 zł;;;;9.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota 06:30-16:30 ;NIE;Wiosna Centrum Edukacji Małgorzata Radko;;6921773349;20467248;13313/P;www.zielonaedukacja.com;NIE
2098;Żłobek;Żłobek Gminny w Mrowli;PODKARPACKIE > Powiat rzeszowski > Świlcza > Mrowla, wieś Mrowla, wieś 74;PODKARPACKIE ;Powiat rzeszowski ;Świlcza ;Mrowla, wieś Mrowla, wieś 74;50.095997;21.9130954;zlobek-mrowla.pl;zlobek.mrowla@swilcza.com.pl;503-40-77-23;31;30;763.56 zł;30.0 zł;;;6.5 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 100.0% Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 50.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;TAK;Gmina Świlcza; 168 36-072 Świlcza;5170045613;690582140;88/P;www.swilcza.com.pl;NIE
2099;Żłobek;GMINNY ŻŁOBEK W DZIEMIANACH;POMORSKIE > Powiat kościerski > Dziemiany > Dziemiany, wieś ul.  Wyzwolenia 20;POMORSKIE ;Powiat kościerski ;Dziemiany ;Dziemiany, wieś ul.  Wyzwolenia 20;54.0074158;17.7709748;;zlobek@dziemiany.pl;586880022;22;16;600.0 zł;25.0 zł;;;10.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:00 ;TAK;GMINA DZIEMIANY;ul. 8 Marca 3 83-425 , Dziemiany, wieś;5911567754;191675132;19826/P;;NIE
2100;Żłobek;"Niepubliczny Żłobek ""Glukusie"" - Ujastek w Krakowie";MAŁOPOLSKIE > Powiat Kraków > Kraków-Nowa Huta > Kraków-Nowa Huta, delegatura ul.  Ujastek 5b;MAŁOPOLSKIE ;Powiat Kraków ;Kraków-Nowa Huta ;Kraków-Nowa Huta, delegatura ul.  Ujastek 5b;50.082719;20.0665305;www.glukusie.pl;zlobek@glukusie.pl;510431781;60;16;2100.0 zł;;;;22.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:30 ;TAK;KAJ Spółka z ograniczoną odpowiedzialnością;ul.  Ujastek 5b lok. 10 31-752 Kraków-Nowa Huta, Kraków-Nowa Huta, delegatura;6783188565;387983741;19827/P;;NIE
2101;Klub dziecięcy;"Niepubliczny Klub Malucha ""Bajkowe Stacyjkowo""";PODLASKIE > Powiat augustowski > Augustów > Augustów, miasto ul.  Mostowa 12F lok. 1;PODLASKIE ;Powiat augustowski ;Augustów ;Augustów, miasto ul.  Mostowa 12F lok. 1;53.8450658;22.9824906;;stacyjkowo-stacyjkowo@wp.pl;511419950;24;24;1000.0 zł;;;;16.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ;NIE;Tylman Celina;ul.  Mostowa 12F lok. 1 16-300 Augustów, Augustów, miasto;8442254003;200705993;19825/P;Mostowa 12F/1;NIE
2102;Żłobek;Żłobek Miejski Nr 1 w Boguszowie-Gorcach;DOLNOŚLĄSKIE > Powiat wałbrzyski > Boguszów-Gorce > Boguszów-Gorce, miasto ul. Ludwika Waryńskiego 10;DOLNOŚLĄSKIE ;Powiat wałbrzyski ;Boguszów-Gorce ;Boguszów-Gorce, miasto ul. Ludwika Waryńskiego 10;50.754948;16.215998;https://zlobek1-boguszow.pl/;zlobek.boguszow@gmail.com;530275747;72;61;400.0 zł;15.0 zł;;;10.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;TAK;Gmina Miasto Boguszów-Gorce;pl.  Odrodzenia 1 58-370 BOGUSZÓW-GORCE, Boguszów-Gorce, miasto;8862572804;890718188;19828/P;https://boguszow-gorce.pl/;NIE
2103;Żłobek;Urząd Gminy Jastrzębia (radomski);MAZOWIECKIE > Powiat radomski > Jastrzębia > Jastrzębia, wieś Jastrzębia, wieś 109;MAZOWIECKIE ;Powiat radomski ;Jastrzębia ;Jastrzębia, wieś Jastrzębia, wieś 109;51.4967609;21.237208;;sekretarz@jastrzebia.pl;483 121 762;15;15;720.0 zł;30.0 zł;;;10.5 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;NIE;Gmina Jastrzębia; 110 26-631 , Jastrzębia, wieś;7962942660;670223758;19309/P;www.jastrzebia.pl;NIE
2104;Żłobek;Gminny Żłobek przy Szkole Podstawowej w Surowem;MAZOWIECKIE > Powiat ostrołęcki > Czarnia > Surowe, wieś Surowe, wieś 194;MAZOWIECKIE ;Powiat ostrołęcki ;Czarnia ;Surowe, wieś Surowe, wieś 194;53.3245196;21.1398641;;zlobek.surowe@wp.pl;792 383 495;15;15;400.0 zł;;;;20.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;TAK;Gmina Czarnia; 41 07-431 Czarnia, Czarnia, wieś;7582157593;550668226;19832/P;czarnia.samorzady.pl;NIE
2105;Żłobek;ŻŁOBEK NIEPUBLICZNY MOTYLEK;ŚLĄSKIE > Powiat Mysłowice > Mysłowice > Mysłowice, miasto ul.  Aleja Spacerowa 2;ŚLĄSKIE ;Powiat Mysłowice ;Mysłowice ;Mysłowice, miasto ul.  Aleja Spacerowa 2;50.1894722;19.102566;pnmotylek.pl;pnmotylek@gmail.com;512098571;60;60;1600.0 zł;;;;;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;NIE;FHU Andrzej Motyl;;2220013276;271889124;2444/P;pnmotylek.pl;NIE
2106;Żłobek;ŻŁOBEK REMUSEK W LIPUSZU;POMORSKIE > Powiat kościerski > Lipusz > Lipusz, wieś ul.  Derdowskiego 7A;POMORSKIE ;Powiat kościerski ;Lipusz ;Lipusz, wieś ul.  Derdowskiego 7A;54.1032535;17.7820734;;zslipusz@wp.pl;586874632;22;20;600.0 zł;50.0 zł;;;10.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;TAK;GMINA LIPUSZ;ul.  Wybickiego 27 83-424 , Lipusz, wieś;5911568529;191675221;19783/P;;NIE
2107;Żłobek;ŻŁOBEK ALPAKI;POMORSKIE > Powiat kartuski > Żukowo > Banino, wieś ul.  Sosnowa 17;POMORSKIE ;Powiat kartuski ;Żukowo ;Banino, wieś ul.  Sosnowa 17;54.3960289;18.4090263;;rekrutacja@przedszkolebanino.pl;691355365;20;20;1300.0 zł;;;;17.5 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ;TAK;Pomorskie Centrum Edukacji spółka z ograniczoną odpowiedzialnością;ul.  Kartuska 33a 83-304 Przodkowo, Przodkowo, wieś;5891983810;221046880;263/P;;NIE
2990;Żłobek;Żłobek Niezapominajka;POMORSKIE > Powiat kartuski > Żukowo > Banino, wieś ul.  Sosnowa 17;POMORSKIE ;Powiat kartuski ;Żukowo ;Banino, wieś ul.  Sosnowa 17;54.3960289;18.4090263;www.zlobek-banino.pl;biuro@przedszkolebanino.pl;605-115-533;26;4;1390.0 zł;;;;22.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 0.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% Zniżka - REALIZUJEMY BEZPŁATNIE WCZESNE WSPOMAGANIE ROZWOJU DZIECKA: 100.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;TAK;Pomorskie Centrum Edukacji spółka z ograniczoną odpowiedzialnością;ul.  Kartuska 33a 83-304 Przodkowo, Przodkowo, wieś;5891983810;221046880;263/P;;NIE
3555;Żłobek;ŻŁOBEK SENSOLANDIA;POMORSKIE > Powiat kartuski > Żukowo > Banino, wieś ul.  Sosnowa 17;POMORSKIE ;Powiat kartuski ;Żukowo ;Banino, wieś ul.  Sosnowa 17;54.3960289;18.4090263;;BIURO@PRZEDSZKOLEBANINO.PL;605115533;26;26;1550.0 zł;;;;22.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% Zniżka - DZIECI POSIADAJĄCE OPINIĘ O WCZESNYM WSPOMAGANIU ROZWOJU REALIZUJĄ BEZPŁATNIE TERAPIE: 100.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;TAK;Pomorskie Centrum Edukacji spółka z ograniczoną odpowiedzialnością;ul.  Kartuska 33a 83-304 Przodkowo, Przodkowo, wieś;5891983810;221046880;263/P;;NIE
2108;Żłobek;Żłobek Baśniowa Dolina ;WIELKOPOLSKIE > Powiat Poznań > Poznań-Jeżyce > Poznań-Jeżyce, delegatura ul. Klemensa Janickiego 22;WIELKOPOLSKIE ;Powiat Poznań ;Poznań-Jeżyce ;Poznań-Jeżyce, delegatura ul. Klemensa Janickiego 22;52.4169241;16.89515;www.firs.org.pl;firs@firs.org.pl;616429446;33;18;1400.0 zł;;;;17.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-13:00 Poniedziałek, Wtorek, Środa, Czwartek, Piątek 13:00-17:00 ;NIE;Fundacja Inicjowania Rozwoju Społecznego;ul.  Hoża 1 60-591 Poznań-Jeżyce, Poznań-Jeżyce, delegatura;7792348879;301012830;16534/P;www.firs.org.pl;NIE
2109;Żłobek;Samorządowy Żłobek w Kostomłotach Drugich;ŚWIĘTOKRZYSKIE > Powiat kielecki > Miedziana Góra > Kostomłoty Drugie, wieś ul.  Kielecka 9;ŚWIĘTOKRZYSKIE ;Powiat kielecki ;Miedziana Góra ;Kostomłoty Drugie, wieś ul.  Kielecka 9;50.928667;20.5664746;www.zskostomloty.szkolnastrona.pl;zlobek@miedziana-gora.pl;413031653;81;80;600.0 zł;;;;9.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 25.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;TAK;Gmina Miedziana Góra;ul.  Urzędnicza 18 26-085 Miedziana Góra, Miedziana Góra, wieś;9591677117;291010323;19784/P;http://www.miedziana-gora.pl/;NIE
2110;Żłobek;Urząd Gminy Jastrowie (złotowski);WIELKOPOLSKIE > Powiat złotowski > Jastrowie > Jastrowie, miasto ul. 1 Maja 11;WIELKOPOLSKIE ;Powiat złotowski ;Jastrowie ;Jastrowie, miasto ul. 1 Maja 11;53.4198484;16.8225863;www.zlobektulisjastrowie.pl;ilona.sawczuk-kruk@jastrowie.pl;673533368;53;44;500.0 zł;;;;14.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:00 ;TAK;Żłobek Miejski TULIŚ;ul. 1-go Maja 11 64-915 Jastrowie, Jastrowie, miasto;7671716717;388210136;27009/P;www.zlobektulisjastrowie.pl/;NIE
2111;Żłobek;Niepubliczny Żłobek A-KuKu ;POMORSKIE > Powiat Gdańsk > Gdańsk > Gdańsk, miasto ul.  Stężycka 64 lok. 7;POMORSKIE ;Powiat Gdańsk ;Gdańsk ;Gdańsk, miasto ul.  Stężycka 64 lok. 7;54.3337681;18.5428039;zlobek@a-kuku.com;stezycka@a-kuku.com;603800917;35;28;1600.0 zł;50.0 zł;;;23.0 zł;Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ;NIE;A-KuKu Bis Sp. z o.o.;ul.  Warszawska 100 lok. U3 80-180 Gdańsk, Gdańsk, miasto;5833470494;524412760;345/P;www.a-kuku.com;NIE
2112;Klub dziecięcy;Klub Dziecięcy Po sąsiedzku;DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Fabryczna > Wrocław-Fabryczna, delegatura ul.  Północna 20 lok. 3;DOLNOŚLĄSKIE ;Powiat Wrocław ;Wrocław-Fabryczna ;Wrocław-Fabryczna, delegatura ul.  Północna 20 lok. 3;51.158086;16.932632;www.zlobek-posasiedzku.pl;zlobki.posasiedzku.maslice@gmail.com;664177769;13;13;1540.0 zł;;;;24.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;NIE;METIS SPÓŁKA Z O.O.;ul. Jana Szanieckiego 43 51-692 Wrocław-Śródmieście, Wrocław-Śródmieście, delegatura;8982258849;386530173;19650/P;;NIE
2113;Klub dziecięcy;Klub Dziecięcy Happy Baby II;PODKARPACKIE > Powiat dębicki > Dębica > Dębica, miasto ul.  Marszałka 24 lok. A;PODKARPACKIE ;Powiat dębicki ;Dębica ;Dębica, miasto ul.  Marszałka 24 lok. A;50.0331979;21.4021411;www.happykids-debica.pl;info@happykids-debica.pl;48 773 933 664;16;0;700.0 zł;;;300.0 zł;;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ;NIE;APG GROUP GĄSIOR SP. KOMANDYTOWA;ul.  Marszałka 24a 39-200 Dębica, Dębica, miasto;8722409263;181127556;2520/P;www.happykids-debica.pl;NIE
2114;Żłobek;KOALA KIDS;DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Krzyki > Wrocław-Krzyki, delegatura ul.  Ślężna 90 lok. U3;DOLNOŚLĄSKIE ;Powiat Wrocław ;Wrocław-Krzyki ;Wrocław-Krzyki, delegatura ul.  Ślężna 90 lok. U3;51.0824286;17.0256956;BRAK;zlobekkoalakids@gmail.com;609673697;44;44;2000.0 zł;;;;22.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;TAK;KOALA KIDS SP. Z O.O.;ul.  Słonimska 14B lok. 1 54-618 Wrocław-Fabryczna, Wrocław-Fabryczna, delegatura;8943165380;388434605;19834/P;;NIE
2115;Żłobek;Żłobek Gminny Maluszek;LUBELSKIE > Powiat lubelski > Wólka > Kolonia Pliszczyn, część miejscowości Kolonia Pliszczyn, część miejscowości 184;LUBELSKIE ;Powiat lubelski ;Wólka ;Kolonia Pliszczyn, część miejscowości Kolonia Pliszczyn, część miejscowości 184;51.2975012;22.641802;;sekretariat@maluszekzlobek.pl;818514929;22;22;848.4 zł;2.8 zł;;;15.0 zł;Zniżka - Wielodzietność/Karta Dużej Rodziny: 20.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ;NIE;Gmina Wólka; 8 20-258 Jakubowice Murowane, Jakubowice Murowane, wieś;7132872953;431020150;19835/P;www.wolka.pl;NIE
2116;Żłobek;Filia Żłobka Miejskiego w Koluszkach;ŁÓDZKIE > Powiat łódzki wschodni > Koluszki > Koluszki, miasto ul.  Mickiewicza 8;ŁÓDZKIE ;Powiat łódzki wschodni ;Koluszki ;Koluszki, miasto ul.  Mickiewicza 8;51.74283089999999;19.8137356;http://www.zlobekkoluszki.wikom.pl/;zlobek@koluszki.pl;447145271;64;64;451.5 zł;;;;11.0 zł;Zniżka - Koluszkowska Karta Mieszkańca: 10.0% ;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ;TAK;Gmina Koluszki;ul. 11 Listopada 65 95-040 Koluszki;7282471753;590648362;12730/P;www.koluszki.pl;NIE
2117;Żłobek;"Gminny Żłobek w Poświętnem ""Kraina Montessori""";MAZOWIECKIE > Powiat wołomiński > Poświętne > Cygów, wieś ul.  Szkolna 18;MAZOWIECKIE ;Powiat wołomiński ;Poświętne ;Cygów, wieś ul.  Szkolna 18;52.3337167;21.4220512;;zlobek@gminaposwietne.pl;227999421;25;25;700.0 zł;;;;16.0 zł;;Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ;TAK;Gmina Poświętne;ul.  Krótka 1 05-326 Poświętne, Poświętne, wieś;1251627895;711582693;19837/P;gminaposwietne.pl;NIE
