Typ instytucji;Nazwa;Lokalizacja instytucji;Adress WWW żłobka/klubu;E-mail żłobka/klubu;Telefon żłobka/klubu;Liczba miejsc;Liczba dzieci zapisanych;Opłata miesięczna - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);stawka za pobyt dziecka przekraczający 10 godzin dziennie - opłata godzinowa;Opłata godzinowa - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);Opłata za wyżywienie - miesięczna;Opłata za wyżywienie - dzienna;Zniżki;Godziny otwarcia;Czy żłobek/klub jest dostosowany do potrzeb dzieci niepełnosprawnych lub wymagających szczególnej opieki?;Podmiot prowadzący - nazwa;Podmiot prowadzacy - adres;Podmiot prowadzący - NIP;Podmiot prowadzący - REGON;Podmiot prowadzący - numery pozycji rejestru;Adres WWW podmiotu prowadzącego żłobek/klub;Czy podmiot prowadzący zawiesił działalność gospodarczą?
"Żłobek";"Żłobek Bobasowo";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Praga-Południe > Warszawa - Praga-Południe, dzielnica m. st. Warszawy ul.  Gdecka 3B";"www.bobasowo.com.pl";"info@bobasowo.com.pl";"787-787-322";"81";"46";"1480.0 zł";;;;"16.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-18:00 ";"TAK";"Kids World Monika Filipek";;"5862055728";"192768692";"23789/P";"www.bobasowo.com.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek ''Żłobkolandia''";"WIELKOPOLSKIE > Powiat Kalisz > Kalisz > Kalisz, miasto ul.  Nowy Świat 33";;"zlobkolandiakalisz@gmail.com";"663030440";"12";"12";"750.0 zł";"17.0 zł";;;"10.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"Kreaton Instal Plus sp. z o.o.";"pl.  Plac Świętego Józefa 10 62-800 KALISZ, Kalisz, miasto";"6182180501";"382356206";"23790/P";;"NIE"
"Żłobek";"Żłobek ""Kurki Trzy""";"PODKARPACKIE > Powiat Rzeszów > Rzeszów > Rzeszów Akacjowa 7";"www.kurkitrzy.pl";"biuro@kurkitrzy.pl";"787484899";"19";"16";"1350.0 zł";"40.0 zł";;;"11.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"KURKI TRZY Artystyczna Opieka nad Dziećmi-Monika i Max Czachur s.c.";"ul.  Akacjowa 7 35-113 Rzeszów, Rzeszów, miasto";"8133667055";"180768767";"321/P";"www.kurkitrzy.pl";"NIE"
"Żłobek";"Żłobek Miejski w Stalowej Woli";"PODKARPACKIE > Powiat stalowowolski > Stalowa Wola > Stalowa Wola, miasto al.  Aleje Jana Pawła II 5A";"zlobek-stalowawola.pl";"zlobekmiejski@stalowawola.pl";"15 842 57 09";"90";"90";"432.0 zł";"43.0 zł";;;"10.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 9.0% ";"Godziny pracy: ";"NIE";"Gmina Stalowa Wola";"ul.  Wolności 7 37-450 Stalowa Wola, Stalowa Wola, miasto";"8652398725";"830409086";"242/P";"www.stalowawola.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek ""Pomarańczowa Ciuchcia"" w Warszawie";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Mokotów > Warszawa - Mokotów, dzielnica m. st. Warszawy ul.  Postępu 17b";"https://pomaranczowa-ciuchcia.pl/";"mokotow@pomaranczowa-ciuchcia.pl";"730000039";"18";"12";"2310.0 zł";;;;"23.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-18:00 ";"TAK";"Przedszkola Pomarańczowa Ciuchcia Sp. z o.o. Spółka Komandytowa";"ul.  Dostępna 60 01-490 Warszawa - Bemowo, Warszawa - Bemowo, dzielnica m. st. Warszawy";"5222455844";"014828254";"1420/P";"www.pomaranczowa-ciuchcia.pl";"NIE"
"Klub dziecięcy";"KLUB DZIECIĘCY MADZIALENKA";"MAŁOPOLSKIE > Powiat nowosądecki > Podegrodzie > Gostwica, wieś Gostwica, wieś 220";;"przedszkole_madzialenka@wp.pl";"500547397, 184458822";"10";"7";"750.0 zł";"50.0 zł";;"250.0 zł";;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"Grzegorz Bulzak MAG-MED";;"7342947338";"121548678";"23791/P";;"NIE"
"Żłobek";"Urząd Gminy Strzelce Opolskie (strzelecki)";"OPOLSKIE > Powiat strzelecki > Strzelce Opolskie > Strzelce Opolskie, miasto ul. Kardynała Stefana Wyszyńskiego 14";"www.zlobek.strzelceopolskie.edu.pl/";"s.gaworska@strzelceopolskie.eu";"(+48) 77 461-24-88";"116";"116";"848.4 zł";"42.42 zł";;;"8.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:00 ";"NIE";"Gmina Strzelce Opolskie";"pl.  Plac Myśliwca 1 47-100 Strzelce Opolskie, Strzelce Opolskie, miasto";"7561858899";"531413277";"243/P";"www.strzelceopolskie.pl";"NIE"
"Żłobek";"Miejski Żłobek Żory";"ŚLĄSKIE > Powiat Żory > Żory > Żory, miasto os.  Osiedle Sikorskiego ";"www.zorskizlobek.pl";"zlobek_zory@interia.pl";"(32)4352580";"175";"175";"400.0 zł";"10.0 zł";;;"10.0 zł";;"Godziny pracy: ";"NIE";"Gmina Żory";"ul.  Aleja Wojska Polskiego 25 44-240 Żory, Żory, miasto";"6511706371";"276255542";"11430/P";"www.zory.pl";"NIE"
"Żłobek";"Żłobek Stonoga";"MAŁOPOLSKIE > Powiat olkuski > Olkusz > Olkusz, miasto ul. gen. Jana Henryka Dąbrowskiego 11";;"stonoga.olkusz@gmail.com";"509899388";"27";"16";"1000.0 zł";;;;"13.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 15.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 15.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"Aleksandra Świerczek";;"6372193866";"123156882";"2601/P";;"NIE"
"Żłobek";"Żłobek ""Nasze Pociechy"" Agnieszka Paradowska ";"WARMIŃSKO-MAZURSKIE > Powiat mrągowski > Mrągowo > Mrągowo ul. Mrongowiusza 59A";"www.naszepociechy.szkolnastrona.pl";"naszepociechy001@gmail.com";"897412262";"42";"8";"900.0 zł";;;;"13.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:00 ";"TAK";"ŻŁOBEK ""NASZE POCIECHY"" AGNIESZKA PARADOWSKA";;"7421585272";"519473716";"244/P";;"NIE"
"Klub dziecięcy";"Klub Malucha Pracownia Rodziny Madurar";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Żoliborz > Warszawa - Żoliborz, dzielnica m. st. Warszawy al.  Aleja Wojska Polskiego 29 lok. -";;"madurar@op.pl";"511142057";"23";"1";"1600.0 zł";;;;"17.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 08:00-17:00 ";"NIE";"PRACOWNIA RODZINY MADURAR JULIA PODEJKO-COUTINHO; NIEPUBLICZNE PRZEDSZKOLE PRACOWNIA RODZINY MADURAR JULIA PODEJKO-COUTINHO";;"5252226976";"141886649";"1217/P";;"NIE"
"Żłobek";"Żłobek im. Aniołów Stróżów";"KUJAWSKO-POMORSKIE > Powiat Toruń > Toruń > Toruń ul. Inowrocławska 44";;"zlobek@kreatywnyrozwoj.pl";"603206203";"19";"14";"1600.0 zł";;;;"15.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:15-16:00 ";"NIE";"FINIS Justyna Mytlewska";;"8792374618";"340920237";"2971/P";;"NIE"
"Klub dziecięcy";"Żłobuś Przygoda Maluszka";"ŚLĄSKIE > Powiat bielski > Porąbka > Bujaków, wieś ul.  Bielska 4";;"przygodamaluszka@gmail.com";"784906771";"16";"12";"1300.0 zł";;;;"13.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-16:00 ";"NIE";"Żłobuś Przygoda Maluszka Dorota Sekulska";"ul.  Bielska 4 43-356 PORĄBKA, Bujaków, wieś";"9372742234";"521500110";"23890/P";;"NIE"
"Żłobek";"Krasnalki";"MAZOWIECKIE > Powiat legionowski > Nieporęt > Stanisławów Pierwszy ul. Jana Kazimierza 381";"krasnalki.edu.pl";"kontakt@krasnalki.edu.pl";"608-330-317";"25";"23";"850.0 zł";"30.0 zł";;;"10.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 15.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-18:00 ";"NIE";"Katarzyna Domżała";;"5321844767";"146580116";"3483/P";"krasnalki.edu.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek Pingwinki";"ŚLĄSKIE > Powiat Świętochłowice > Świętochłowice > Świętochłowice, miasto ul.  Śląska 23 lok. III";"przedszkolepingwinki.pl";"teresasc@interia.pl";"600379244";"20";"5";"1220.0 zł";"50.0 zł";;"440.0 zł";;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:00 ";"NIE";"PINGWINKI Spółka z o.o. Teresa Cyl, Jakub Cyl";"ul.  Śląska 23 lok. I i III 41-600 Świętochłowice, Świętochłowice, miasto";"6272765122";"384821630";"23968/P";"przedszkolepingwinki.pl";"NIE"
"Żłobek";"NIEPUBLICZNY ŻŁOBEK ""SŁONECZKO""";"OPOLSKIE > Powiat brzeski > Brzeg > Brzeg, miasto ul.  Nysańska 21";"www.zlobek-sloneczko.pl";"utymkow@gmail.com";"609496171";"60";"60";"1400.0 zł";"30.0 zł";;;"16.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:30 ";"NIE";"Atut Urszula Tymków";"ul.  Nysańska 21 49-300 Brzeg, Brzeg, miasto";"7471152581";"532323702";"322/P";"www.zlobek-sloneczko.pl";"NIE"
"Żłobek";"ŻŁOBEK MIEJSKI ""TĘCZOWY ŚWIAT""";"OPOLSKIE > Powiat brzeski > Brzeg > Brzeg ul. Gaj 3";"www.zlobek-teczowyswiat.pl";"teczowyzlobek@brzeg.pl";"774047095";"122";"122";"211.69 zł";"10.0 zł";;;"6.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 30.0% Zniżka - Dochód rodzinny: 30.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:00 ";"NIE";"GMINA  BRZEG";"ul.  Robotnicza 12 49-300 Brzeg, Brzeg, miasto";"7471248878";"531412711";"313/P";"https://brzeg.pl";"NIE"
"Żłobek";"Klub Malucha Małe Rączki Patrycja Bochentyn";"POMORSKIE > Powiat wejherowski > Rumia > Rumia, miasto ul.  Żeromskiego 32A";"zlobekmaleraczki.pl";"biuro@zlobekmaleraczki.pl";"575539215";"25";"25";"1400.0 zł";;;;"15.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"NIE";"Klub Malucha Małe Rączki Patrycja Bochentyn";"ul.  Żeromskiego 32A 84-230 RUMIA, Rumia, miasto";"5862188955";"522018250";"23969/P";"klubmaluchamaleraczki.com.pl";"NIE"
"Żłobek";"Żłobek Sezamkowo";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Wawer > Warszawa - Wawer, dzielnica m. st. Warszawy ul. Stanisława Miłkowskiego 2a";"www.sezamkowo.waw.pl";"zlobek@sezamkowo.waw.pl";"737306690";"44";"30";"1850.0 zł";;;;"21.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-18:00 ";"NIE";"Niepubliczny Żłobek Sezamkowo Agnieszka Stańczak";;"9522012685";"362421215";"7285/P";"www.sezamkowo.waw.pl";"NIE"
"Żłobek";"Żłobek Prywatny Pinokio";"MAZOWIECKIE > Powiat Płock > Płock > Płock, miasto al.  Armii Krajowej 42";"http://przedszkole-plock.pl";"przedszkolepinokio@poczta.fm";"534305540";"23";"20";"900.0 zł";;;"300.0 zł";;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 5.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:00 ";"TAK";"Magdalena Kozłowska";;"5671796075";"147373543";"683/P";"http://przedszkole-plock.pl/";"NIE"
"Żłobek";"Żłobek Miejski";"OPOLSKIE > Powiat głubczycki > Głubczyce > Głubczyce Wałowa 4";;"przedszkole3glubczyce@wp.pl";"774853347";"93";"74";"360.0 zł";;;;"7.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:00 ";"TAK";"Gmina Głubczyce";"ul.  Niepodległości 14 48-100 Głubczyce, Głubczyce, miasto";"7481496365";"531412875";"3484/P";"https://glubczyce.pl";"NIE"
"Żłobek";"ŻŁOBEK MIEJSKI W GŁUCHOŁAZACH";"OPOLSKIE > Powiat nyski > Głuchołazy > Głuchołazy, miasto ul.  Aleja Jana Pawła II 24";"www.zlobekglucholazy.szkolnastrona.pl";"zlobekmiejskiglucholazy@wp.pl";"774391508";"85";"85";"616.0 zł";"25.45 zł";;;"8.0 zł";"Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 100.0% Zniżka - Opłata dzienna -kwota 0,96% minimalnego wynagrodzenia podzielona przez liczbę wychowywanych dzieci w rodzinie: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 05:30-16:00 ";"NIE";"GMINA GŁUCHOŁAZY";"ul.  Rynek 15 48-340 Głuchołazy, Głuchołazy, miasto";"7532382690";"531412792";"12477/P";"www.glucholazy.pl";"NIE"
"Żłobek";"Żłobek ""Szuwarek"" w Kaliszu Pomorskim";"ZACHODNIOPOMORSKIE > Powiat drawski > Kalisz Pomorski > Kalisz Pomorski, miasto ul.  Dworcowa 6A-6B";"www.zlobekkaliszpom.naszbip.pl";"szuwarek@poczta.naszzlobek.com";"943571048";"26";"26";"400.0 zł";"10.0 zł";;;"11.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"Gmina Kalisz Pomorski";"ul.  Wolności 25 78-540 , Kalisz Pomorski, miasto";"6741002320";"330920564";"23869/P";"https://kaliszpom.pl/";"NIE"
"Żłobek";"ŻŁOBEK NIEPUBLICZNY-BRYGIDA NOWAK ";"OPOLSKIE > Powiat nyski > Głuchołazy > Głuchołazy Bohaterów Warszawy 9";;"pnpuchatek@interia.pl";"774391339";"15";"15";"450.0 zł";;;;"7.02 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 20.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota 06:30-16:30 ";"NIE";"Żłobek Niepubliczny Brygida Nowak";;"7531511369";"531507713";"11906/P";;"NIE"
"Klub dziecięcy";"Berbeć";"MAZOWIECKIE > Powiat wołomiński > Ząbki > Ząbki, miasto ul.  Kwiatowa 5 lok. c";"www.berbec.eu";"biuro@berbec.eu";"512-097-756";"24";"23";"1350.0 zł";;;;"17.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 30.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"NIE";"Hubert Buczyński";;"5242520504";"145870237";"22988/P";;"NIE"
"Żłobek";"Żłobek Muzyczny Figle";"LUBELSKIE > Powiat Lublin > Lublin > Lublin, miasto ul. Zygmunta Krasińskiego 19";"www.figle.edu.pl";"biuro@figle.edu.pl";"515770550";"29";"20";"1670.0 zł";;;;"14.25 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Patrycja Szewczuk";"ul. Zygmunta Krasińskiego 19 20-709 Lublin, Lublin, miasto";"9462637995";"061384444";"24069/P";;"NIE"
"Żłobek";"Niepubliczny Żłobek ,,Przyjaciele Rudego Liska,,";"PODLASKIE > Powiat Białystok > Białystok > Białystok, miasto ul.  Malmeda Icchoka 12A";;"przyjacielerudegoliska@gmail.com";"608653525";"68";"43";"1200.0 zł";;;;"16.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Joanna Jakimowicz-Rudy";"ul.  Malmeda Icchoka 12A 15-440 Białystok, Białystok, miasto";"5422212365";"388977205";"24012/P";;"NIE"
"Żłobek";"Żłobek Samorządowy w Troszynie";"MAZOWIECKIE > Powiat ostrołęcki > Troszyn > Troszyn, wieś ul. Juliusza Słowackiego 4C";;"edytaginalska@interia.pl";"734460794";"24";"24";;;"1.0 zł";;"6.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"TAK";"GMINA TROSZYN";"ul. Juliusza Słowackiego 13 07-405 Troszyn";"7582165888";"550667942";"12622/P";;"NIE"
"Żłobek";"Dwujęzyczny Żłobek ABC Montessori";"POMORSKIE > Powiat wejherowski > Wejherowo > Bolszewo, wieś ul.  Lipowa 1B";"www.montessoribolszewo.pl";"artczaj@gmail.com";"531972354";"26";"25";"1420.0 zł";;;;"14.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"AGT Artur Czaja";;"5882074189";"220597186";"24010/P";;"NIE"
"Klub dziecięcy";"Klub Malucha w Sadzie Mutne";"ŚLĄSKIE > Powiat żywiecki > Jeleśnia > Mutne, wieś Mutne, wieś 59";"www.zlobekwsadzie.pl";"zlobekwsadzie@gmail.com";"693190960";"25";"30";"1250.0 zł";;;;"17.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 00:06-17:00 ";"NIE";"ŻŁOBEK W SADZIE, PRZEDSZKOLE W GÓRACH ELIZA SAPETA";;"5472028178";"369758314";"14087/P";"www.zlobekwsadzie.pl";"NIE"
"Żłobek";"Żłobek Niepubliczny ""Mistrzowie Zabawy""";"PODKARPACKIE > Powiat mielecki > Mielec > Mielec, miasto ul.  Budowlana 12";;"biuro@mistrzowiezabawy.mielec.pl";"506581688";"35";"25";"980.0 zł";;;;"15.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"""Mistrzowie Zabawy"" Jolanta Kordas";"ul.  Budowlana 12 39-300 Mielec, Mielec, miasto";"5632075265";"180595692";"2270/P";"www.mistrzowiezabawy.mielec.pl";"NIE"
"Żłobek";"Żłobek Gminny ""Wesoła Sowa"" w Nowej Wsi";"LUBUSKIE > Powiat międzyrzecki > Bledzew > Nowa Wieś, wieś Nowa Wieś, wieś 93";;"przedszkolebledzew@wp.pl";"666859054";"16";"10";"800.0 zł";"50.0 zł";;;"18.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:00 ";"TAK";"Gmina Bledzew";"ul. Tadeusza Kościuszki 16 66-350 Bledzew, Bledzew, wieś";"5961004148";"210966869";"24031/P";"www.bledzew.pl";"NIE"
"Żłobek";"Mali odkrywcy - żłobek rozbudzający ciekawość świata";"LUBELSKIE > Powiat Lublin > Lublin > Lublin, miasto ul.  Nowy Świat 5b lok. 41";"www.maliodkrywcyzlobek.pl";"maliodkrywcy@jcgroup.pl";"505444913";"50";"50";"1650.0 zł";;;;"16.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"Edu Kids sp. z o.o.";"ul.  Starowiejska 16 lok. 2 81-356 GDYNIA, Gdynia, miasto";"5862375189";"520673771";"24068/P";"Plac kaszubski";"NIE"
"Żłobek";"Niepubliczny Żłobek ""Stokrotka""";"ZACHODNIOPOMORSKIE > Powiat goleniowski > Goleniów > Goleniów ul. Bohaterów Warszawy 21";"www.stokrotkagoleniow.pl";"ijaruta@wp.pl";"502744012";"15";"15";"600.0 zł";;;;"16.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"Sylwia Boguszewska-Gwadera";;"8571290389";"320582684";"324/P";;"NIE"
"Klub dziecięcy";"Klubik Malucha Czar Bajek";"ZACHODNIOPOMORSKIE > Powiat Szczecin > Szczecin > Szczecin, miasto ul. Hansa Christiana Andersena 40";;"czarbajek@gmail.com";"663983719";"11";"11";"1800.0 zł";;;;"17.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Klubik Malucha Czar Bajek";;"8512869627";"321360477";"24089/P";;"NIE"
"Klub dziecięcy";"Klub dziecięcy Solantis";"ŚLĄSKIE > Powiat Świętochłowice > Świętochłowice > Świętochłowice, miasto ul.  Szkolna 33";"https://www.solantis.pl/";"przedszkole@solantis.pl";"509338033";"26";"24";"1600.0 zł";;;;"22.9 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji - za trzecie dziecko: 15.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-18:00 ";"TAK";"Solantis Przedszkole Sp. z o.o.";"ul.  Szkolna 33 41-600 Świętochłowice, Świętochłowice, miasto";"6272774316";"520194697";"24109/P";"www.solantis.pl";"NIE"
"Żłobek";"Żłobek ""Twórcza kraina""";"DOLNOŚLĄSKIE > Powiat kłodzki > Kłodzko > Kłodzko, miasto ul. Ignacego Daszyńskiego 8A";"www.twpwroclaw.pl";"tworczakraina@twpwroclaw.pl";"574094805";"25";"25";"1300.0 zł";"30.0 zł";;;"16.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"Towarzystwo Wiedzy Powszechnej Oddział Regionalny we Wrocławiu";"ul.  Szwedzka 13A 54-401 Wrocław-Fabryczna, Wrocław-Fabryczna, delegatura";"8961004256";"930877418";"12918/P";"www.twpwroclaw.pl";"NIE"
"Żłobek";"Żłobek Małych Piastów";"DOLNOŚLĄSKIE > Powiat głogowski > Głogów > Głogów, miasto ul.  Budziszyńska 1A";"https://www.przedszkolemalychpiastow.com/";"malychpiastow.glogow@gmail.com";"730 730 970";"15";"12";"779.0 zł";"50.0 zł";;;"14.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:00 ";"NIE";"DM EDU SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"ul.  Budziszyńska 1A 67-200 GŁOGÓW, Głogów, miasto";"6932190479";"521376437";"24092/P";"https://www.przedszkolemalychpiastow.com/";"NIE"
"Klub dziecięcy";"Klub Malucha Skrzaty";"WIELKOPOLSKIE > Powiat poznański > Dopiewo > Skórzewo, wieś ul.  Ważki 1";;"skrzaty.przedszkole.bks@gmail.com";"511241925";"10";;"650.0 zł";;;;"13.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Joanna Piotrowska";"ul.  Ważki 1 60-185 DOPIEWO, Skórzewo, wieś";"7822317399";"300408306";"24108/P";;"NIE"
"Żłobek";"Niepubliczny Żłobek PUCHATEK";"ZACHODNIOPOMORSKIE > Powiat goleniowski > Goleniów > Goleniów Stargardzka 17";"www.przedszkole-goleniow.pl";"info@przedszkole-goleniow.pl";"530204030";"40";"37";"700.0 zł";;;;"16.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 14.0% Zniżka - na kolejne dziecko 100zł zniżki: 14.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"Piotr Czyżowicz";;"8561415576";"811095814";"246/P";"www.przedszkole-goleniow.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek ""Słoneczna Jedynka"" w Goleniowie";"ZACHODNIOPOMORSKIE > Powiat goleniowski > Goleniów > Goleniów ul. Marii Konopnickiej 10";"www.slonecznajedynka.pl";"przedszkole_goleniow@interia.pl";"914182439";"26";"17";"700.0 zł";;;;"14.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"NIE";"Grażyna Lewandowska";;"8561117152";"321211518";"325/P";"www.slonecznajedynka.pl";"NIE"
"Żłobek";"Centrum Dziecięce Jasia i Małgosi";"ŁÓDZKIE > Powiat Łódź > Łódź-Górna > Łódź-Górna, delegatura ul. Marii Konopnickiej 7";"zlobekjasimalgosia.pl";"centrumjasimalgosia@wp.pl";"662162286";"25";"25";"1350.0 zł";;;;"17.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"Centrum Dziecięce Jasia i Małgosi Magdalena Dziuda";;"7251894292";"100999354";"3202/P";"www.zlobekjasimalgosia.pl";"NIE"
"Żłobek";"Żłobek KREDKA";"ŚLĄSKIE > Powiat Częstochowa > Częstochowa > Częstochowa, miasto ul. gen. Józefa Zajączka 13";"www.ppkredka.pl";"ppkredka@gmail.com";"606839897";"67";"53";"2100.0 zł";"50.0 zł";;;"17.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 40.0% Zniżka - niższy karnet (7.00 -17.00): 15.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 05:30-18:00 ";"NIE";"ALIKON A.Gruzla M.Dzięgiel Spółka Jawna";"ul.  Piastowska 189 42-202 Częstochowa, Częstochowa, miasto";"5732917812";"385623091";"18153/P";"www.ppkredka.pl";"NIE"
"Żłobek";"Żłobek ""Bajkowa Akademia""";"ZACHODNIOPOMORSKIE > Powiat goleniowski > Goleniów > Goleniów Sportowa 4 lok. 39";"www.bajkowa-akademia.pl";"bajkowa-akademia@wp.pl";"733326002, 501317012";"20";"0";"400.0 zł";;;;"9.5 zł";;"Godziny pracy: ";"NIE";"""ABAT"" Sp. z o.o.";"ul. Jana Matejki 22 72-100 Goleniów, Goleniów, miasto";"8560000442";"001394202";"327/P";;"NIE"
