Typ instytucji;Nazwa;Lokalizacja instytucji;Adress WWW żłobka/klubu;E-mail żłobka/klubu;Telefon żłobka/klubu;Liczba miejsc;Liczba dzieci zapisanych;Opłata miesięczna - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);stawka za pobyt dziecka przekraczający 10 godzin dziennie - opłata godzinowa;Opłata godzinowa - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);Opłata za wyżywienie - miesięczna;Opłata za wyżywienie - dzienna;Zniżki;Godziny otwarcia;Czy żłobek/klub jest dostosowany do potrzeb dzieci niepełnosprawnych lub wymagających szczególnej opieki?;Podmiot prowadzący - nazwa;Podmiot prowadzacy - adres;Podmiot prowadzący - NIP;Podmiot prowadzący - REGON;Podmiot prowadzący - numery pozycji rejestru;Adres WWW podmiotu prowadzącego żłobek/klub;Czy podmiot prowadzący zawiesił działalność gospodarczą?
"Żłobek";"Żłobek Mini Mini Mali Przyjaciele Przyrody";"KUJAWSKO-POMORSKIE > Powiat Toruń > Toruń > Toruń, miasto ul.  Bydgoska 86-88a";;"info@zlobekminimini.pl";"5051618161";"40";"36";"1560.0 zł";;;;"15.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"Małgorzata Becker";;"8792338692";"340578135";"29623/P";"www.zlobekminimini.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek Bajka";"MAŁOPOLSKIE > Powiat nowosądecki > Muszyna > Muszyna, miasto ul.  Piłsudskiego 87A lok. 9";;"zlobekbajka@onet.pl";"661427674";"50";"37";"1487.0 zł";;;;"15.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"Fundacja Rodzice Dzieciom";"ul.  Leśna 18A 33-370 Muszyna, Muszyna, miasto";"7343530356";"360970254";"18311/P";;"NIE"
"Żłobek";"Gminny Żłobek w Opatówku";"WIELKOPOLSKIE > Powiat kaliski > Opatówek > Opatówek ul. Szkolna 9A";;"zlobek@opatowek.pl";"513370628";"40";"40";"800.0 zł";;;;"10.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:00 ";"NIE";"Gmina Opatówek";"pl.  Wolności 14 62-860 Opatówek, miasto";"9680865961";"250855239";"25910/P";"opatowek.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek ""Trampolina"" w Zduńskiej Woli";"ŁÓDZKIE > Powiat zduńskowolski > Zduńska Wola > Zduńska Wola ul. Łaska 88 lok. -";;"zlobektrampolina.zdw@gmail.com";"573206936";"48";"32";"724.0 zł";;;;"16.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"Zgromadzenie Zakonne Małe Dzieło Boskiej Opatrzności - Orioniści Prowincja Polska";"ul. Williama Heerleina Lindleya 12 02-005 WARSZAWA - OCHOTA, Warszawa - Ochota, dzielnica m. st. Warszawy";"5262199910";"040006075";"21388/P";;"NIE"
"Żłobek";"Niepubliczny Żłobek ""KidsLandia""";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Targówek > Warszawa - Targówek, dzielnica m. st. Warszawy ul.  Rembrandta 1 lok. U7";"https://kidslandia.edu.pl";"targowek@kidslandia.edu.pl";"795000942";"10";"8";"1500.0 zł";;;;"19.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"Europejskie Centrum Szkoleń Sp. z o.o.";"ul.  Fortel 12 03-166 Warszawa - Białołęka, Warszawa - Białołęka, dzielnica m. st. Warszawy";"5242776770";"360891000";"18770/P";"www.e-c-s.pl";"NIE"
"Żłobek";"Kolorado  żłobek - nowe miejsce";"ŚLĄSKIE > Powiat Świętochłowice > Świętochłowice > Świętochłowice, miasto ul.  Wiślan 11 lok. II";"Wiślan 11/I";"przedszkole@kolorado.edu.pl";"506177233";"24";"24";"1560.0 zł";;;;"20.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"TAK";"""Kolorado"" - usługi edukacyjne Agnieszka Rajczyk";;"6272267938";"241559829";"11588/P";"www.kolorado.edu.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek ""Entliczek Pentliczek"" Ilona Kluczek, Emilia Hejnicka S.C.";"WIELKOPOLSKIE > Powiat grodziski > Grodzisk Wielkopolski > Grodzisk Wielkopolski, miasto ul.  Łyżwiarska 4";"www.zlobekentliczek.pl";"entliczekpentliczek.zlobek@gmail.com";"695037352";"25";"25";"1560.0 zł";"50.0 zł";;;"17.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 8.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"Niepubliczny Żłobek ,, Entliczek Pentliczek "" Ilona Kluczek, Emilia Hejnicka Spółka Cywilna";"ul.  Łyżwiarska 6 62-065 Grodzisk Wielkopolski, Grodzisk Wielkopolski, miasto";"9950259680";"521403499";"23769/P";"www.zlobekentliczek.pl";"NIE"
"Żłobek";" Żłobek Językowy Dzieciaki do dzieła!";"DOLNOŚLĄSKIE > Powiat świdnicki > Świdnica > Świdnica, miasto ul. Walerego Wróblewskiego 10";"www.dzieciakidodziela.pl";"kontakt@dzieciakidodziela.pl";"721273555";"25";"28";"1560.0 zł";;;"22.0 zł";;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:45-16:30 ";"NIE";"Akademia Twórczego Rozwoju Małego Dziecka Angelika Szląskiewicz";"ul. Walerego Wróblewskiego 10 58-105 ŚWIDNICA, Świdnica, miasto";"8842778069";"367586346";"2334/P";"www.dzieciakidodziela.pl";"NIE"
"Żłobek";"Żłobek Małe Tuptusie";"MAŁOPOLSKIE > Powiat dąbrowski > Dąbrowa Tarnowska > Dąbrowa Tarnowska ul. Prymasa Stefana Wyszyńskiego 9";;"jkm@onet.com.pl";"606422683";"48";;"1526.0 zł";;;;"19.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:15-16:30 ";"TAK";"Jarosław Kajmowicz";"ul. Prymasa Stefana Wyszyńskiego 9 33-200 Dąbrowa Tarnowska";"8711173236";"852752861";"30432/P";;"NIE"
"Żłobek";"Niepubliczny Żłobek FAIR PLAY";"MAŁOPOLSKIE > Powiat Kraków > Kraków-Podgórze > Kraków-Podgórze, delegatura ul. Klementyny Hoffmanowej 6b lok. LU2";"https://przedszkolefairplay.info.pl/placowka/klementyny-hoffmanowej/";"biuro@fairplay-lagiewniki.pl";"535014003";"50";"35";"1910.0 zł";;;;"19.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 15.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-18:00 ";"NIE";"Edu Home Spółka z ograniczoną odpowiedzialnością";"ul.  Zadziele 5c 32-031 MOGILANY, Gaj, wieś";"9442285783";"527079321";"30433/P";;"NIE"
"Żłobek";"Niepubliczny Żłobek FAIR PLAY";"MAŁOPOLSKIE > Powiat Kraków > Kraków-Podgórze > Kraków-Podgórze, delegatura ul. Seweryna Goszczyńskiego 1 lok. LU4-LU6";"https://przedszkolefairplay.info.pl/placowka/krakow-goszczynskiego/";"biuro@fairplay-saska.pl";"535014003";"50";"33";"1950.0 zł";;;;"19.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 15.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-18:00 ";"NIE";"Edu Home Spółka z ograniczoną odpowiedzialnością";"ul.  Zadziele 5c 32-031 MOGILANY, Gaj, wieś";"9442285783";"527079321";"30433/P";;"NIE"
"Żłobek";"Żłobek Gminny w Słońsku";"LUBUSKIE > Powiat sulęciński > Słońsk > Słońsk, wieś ul.  Piastowska 4 lok. brak";;"zlobek@slonsk.pl";"957572271";"30";"39";;;"45.0 zł";;"15.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% Zniżka - Zamieszkanie na terenie gminy Słońsk : 40.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-16:00 ";"TAK";"Gmina Słońsk";"ul.  Sikorskiego 15 66-436 Słońsk, Słońsk, wieś";"5981322147";"210966711";"19750/P";;"NIE"
"Klub dziecięcy";"Klub Dziecięcy ""GórzMisie""";"KUJAWSKO-POMORSKIE > Powiat brodnicki > Górzno > Górzno ul. Fryderyka Chopina 1b";;"gorzmisie@gorzno.pl";"566448360";"16";;"600.0 zł";;;;"17.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"Miasto i Gmina Górzno";"ul.  Rynek 1 87-320  Górzno, Górzno, miasto";"8741683611";"871118419";"26423/P";;"NIE"
"Żłobek";"Żłobek Sensoryczny ""Żelkusie""";"MAZOWIECKIE > Powiat siedlecki > Siedlce > Żelków-Kolonia, wieś ul.  Spokojna 2";;"anna.kuzawinska9@wp.pl";"507527003";"80";;"1537.0 zł";;;;"15.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"TAK";"Anna Kuzawińska Żłobek Sensoryczny Żelkusie";"ul.  Spokojna 2 08-110 SIEDLCE, Żelków-Kolonia, wieś";"5372513359";"525521770";"30633/P";;"NIE"
"Żłobek";"Niepubliczny Dwujęzyczny Żłobek KIDS&Co.";"ŁÓDZKIE > Powiat Łódź > Łódź-Górna > Łódź-Górna, delegatura ul.  Milionowa 4a";"www.kids-co.pl";"karolina.krzyzanska@kids-co.pl";"576000156";"50";"14";"1950.0 zł";;;"550.0 zł";;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:30 ";"NIE";"Centrum Rozwoju Dziecka Sp. z o.o.";"ul.  Chłodna 51 00-867 Warszawa - Wola, Warszawa - Wola, dzielnica m. st. Warszawy";"5252515491";"142984383";"499/P";"www.kids-co.pl";"NIE"
"Żłobek";"Żłobek nr 75";"MAZOWIECKIE > Powiat Warszawa > Warszawa - Bemowo > Warszawa - Bemowo, dzielnica m. st. Warszawy ul.  Cokołowa 2a";"zlobki.waw.pl";"zlobek75@zlobki.waw.pl";"502267896";"108";"106";"0.0 zł";;;;"13.75 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"TAK";"m.st. Warszawa";"pl.  Plac Bankowy 3/5 00-950 Warszawa, Warszawa - Śródmieście, dzielnica m. st. Warszawy";"5252248481";"015259640";"26702/P";"um.warszawa.pl";"NIE"
"Żłobek";"NIEPUBLICZNY ŻŁOBEK MAŁA AKADEMIA";"LUBELSKIE > Powiat włodawski > Włodawa > Włodawa ul. 11 Listopada 5b";"brak";"mala.akademia@wp.pl";"509312996";"16";"16";"550.0 zł";;;;"13.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% Zniżka - Trudna sytuacja rodzinna: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"Fundacja Akademia Umiejętności";"ul.  Zemborzycka 68 20-445 Lublin, Lublin, miasto";"9462608870";"060655272";"16532/P";;"NIE"
"Żłobek";"Publiczny Żłobek Samorządowy w Czarnej ";"PODKARPACKIE > Powiat łańcucki > Czarna > Czarna Czarna 261";"www.zlobekczarna.biuletyn.net";"dyrektor@zlobekczarna.pl";"177715566";"59";"37";"800.0 zł";"40.0 zł";;;"10.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-16:30 ";"TAK";"Gmina Czarna";" 260 37-125 Czarna, Czarna, wieś";"8151632535";"690581778";"26357/P";"www.gminaczarna.pl";"NIE"
"Żłobek";"Niepubliczny Żłobek Lililaj - Filia Wrzosy";"KUJAWSKO-POMORSKIE > Powiat Toruń > Toruń > Toruń, miasto ul.  Pawia 23";"www.lililaj.com.pl";"zlobeklililaj@gmail.com";"516453008";"10";"7";"1550.0 zł";;;;"17.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:30-16:30 ";"NIE";"Karolina Staszkiewicz";;"9562163031";"340500110";"2357/P";"lililaj.com.pl";"NIE"
"Żłobek";"GMINNY ŻŁOBEK NR 1 W JAROSZOWEJ WOLI";"MAZOWIECKIE > Powiat piaseczyński > Prażmów > Jaroszowa Wola, wieś ul.  Główna 23A";;"sekretariat@jaroszowawola.pl";"533723987";"32";"32";"250.0 zł";;;;"15.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"Gmina Prażmów";"ul. Piotra Czołchańskiego 1 05-505 Prażmów, Prażmów, wieś";"1231050091";"013271170";"26190/P";;"NIE"
"Żłobek";"Żłobek Jagódki";"ŁÓDZKIE > Powiat łowicki > Nieborów > Kompina, wieś ul.  Aleja Legionów Polskich 8";;"juniorseniorkompina@gmail.com";"783955641";"10";"8";"1560.0 zł";;;;"20.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"TAK";"Stowarzyszenie Od Juniora do Seniora";"ul.  Aleja Legionów Polskich 8 96-416 NIEBORÓW, Kompina, wieś";"8341890849";"384503670";"22228/P";;"NIE"
"Żłobek";"Żłobek Kubusiowy Ogród";"MAŁOPOLSKIE > Powiat gorlicki > Gorlice > Gorlice, miasto ul.  Słoneczna 2/06";"przedszkolegorlice.pl";"biuro@przedszkolegorlice.pl";"577180016";"16";"15";"1560.0 zł";;;;"13.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:00 ";"TAK";"ASMIR Spółka z ograniczoną odpowiedzialnością";"ul. ks. Józefa Meiera 20G lok. 1B 31-236 Kraków-Krowodrza, Kraków-Krowodrza, delegatura";"9452184500";"361526656";"1158/P";"http://przedszkole-kubus.com.pl";"NIE"
"Żłobek";"Żłobek Niepubliczny Norlandia Wrocław";"DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Fabryczna > Wrocław-Fabryczna, delegatura ul.  Białowieska 99c";;"sekretariat@norlandia.com";"502458426";"75";"19";"1499.0 zł";;;;"21.0 zł";"Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ";"NIE";"NORLANDIA POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"ul.  Przasnyska 7 lok. 143 01-756 Warszawa - Żoliborz, Warszawa - Żoliborz, dzielnica m. st. Warszawy";"7393887184";"364989138";"12524/P";"www.norlandiaprzedszkola.pl";"NIE"
"Żłobek";"Gminny Żłobek w Długołęce";"DOLNOŚLĄSKIE > Powiat wrocławski > Długołęka > Długołęka, wieś ul.  Szkolna 40";"www.zlobek.dlugoleka.pl";"dyrektor.zlobek@gmina.dlugoleka.pl";"784991776";"84";"84";;;"3.82 zł";;"10.0 zł";"Zniżka - Dochód rodzinny: 30.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"Gmina Długołęka";"ul.  Robotnicza 12 55-095 Długołęka, Długołęka, wieś";"9111102754";"931935017";"674/P";"www.gmina.dlugoleka.pl";"NIE"
"Żłobek";"Żłobek Niepubliczny Norlandia Katowice";"ŚLĄSKIE > Powiat Katowice > Katowice > Katowice, miasto ul.  Wrocławska 54";;"sekretariat@norlandia.com";"573975500";"35";;"999.0 zł";;;;"19.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"NORLANDIA POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"ul.  Przasnyska 7 lok. 143 01-756 Warszawa - Żoliborz, Warszawa - Żoliborz, dzielnica m. st. Warszawy";"7393887184";"364989138";"12524/P";"www.norlandiaprzedszkola.pl";"NIE"
"Klub dziecięcy";"Klub Malucha Gucio i Maja 2";"LUBELSKIE > Powiat tomaszowski > Tomaszów Lubelski > Tomaszów Lubelski, miasto ul.  Zielona 20a";;"anna_nowinska@onet.pl";"532336243";"21";;"1560.0 zł";;;"18.0 zł";;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 20.0% Zniżka - Samotne wychowanie dziecka: 20.0% Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"Klub Malucha ""Gucio i Maja"" Anna Nowińska";"ul.  Zielona 20a 22-600 Tomaszów Lubelski, Tomaszów Lubelski, miasto";"9211008084";"950200798";"1517/P";"brak";"NIE"
"Żłobek";"Niepubliczny Żłobek  Artystyczny ""KOKO SMOKO""";"DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Psie Pole > Wrocław-Psie Pole, delegatura ul.  Cynamonowa 11";;"jolpuz@wp.pl";"601754341";"40";;"1560.0 zł";;;;"21.5 zł";"Zniżka - Aktywny MALUCH+ 2022-2029: 53.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"TAK";"Maria Puzianowska ""JP""";;"8941247122";"932950869";"31713/P";;"NIE"
"Żłobek";"Żłobek Re-Re-Kum-Kum";"ŚWIĘTOKRZYSKIE > Powiat starachowicki > Starachowice > Starachowice, miasto ul.  Bankowa 5";"www.re-re-kum-kum.pl";"re-re-kum-kum@wp.pl";"510094775";"40";;"1560.0 zł";;;;"18.5 zł";"Zniżka - zniżka z tytułu dopłaty do pobytu w żłobku (tzw 400+): 25.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota, Niedziela 7:00-17:00 ";"TAK";"Klub Malucha Re-Re-Kum-Kum s.c.";"ul. Stanisława Staszica 25 27-200 Starachowice, Starachowice, miasto";"6642135087";"365445096";"2087/P";"www.re-re-kum-kum.pl";"NIE"
"Klub dziecięcy";"Klub dziecięcy ""SMERFIK""";"ŚWIĘTOKRZYSKIE > Powiat sandomierski > Dwikozy > Góry Wysokie, wieś Góry Wysokie, wieś 61";;"spgorywysokie@interia.pl";"501232821";"10";;"100.0 zł";;;;"12.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 09:00-14:00 ";"NIE";"Stowarzyszenie na Rzecz Ekorozwoju Wsi Góry Wysokie";" 61 27-620 Dwikozy, Góry Wysokie, wieś";"8641711354";"291204375";"31754/P";;"NIE"
"Żłobek";"Prywatny Żłobek ""LOGUŚ""";"ŚLĄSKIE > Powiat Tychy > Tychy > Tychy, miasto ul.  Nowokościelna 33";;"logustychy@gmail.com";"511572997";"25";;"700.0 zł";;;;"16.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Karlik Logopedia Karolina Karlik-Pawlik";;"9542794840";;"31935/P";;"NIE"
"Żłobek";"Prywatny Żłobek Mały Świat";"DOLNOŚLĄSKIE > Powiat Wrocław > Wrocław-Krzyki > Wrocław-Krzyki, delegatura ul. Wojciecha Korfantego 30A";;"natalia.cios@gmail.com";"534173221";"25";;"2100.0 zł";;;;"25.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"Natalia Cioś";;"8992989767";;"32012/P";;"NIE"
"Żłobek";"Publiczny Żłobek Miejski w Kozienicach";"MAZOWIECKIE > Powiat kozienicki > Kozienice > Kozienice Marii Skłodowskiej-Curie 3";"www.zlobek-kozienice.pl";"pzmkozienice@wp.pl";"(48) 614-60-41";"116";"116";"169.68 zł";"46.66 zł";;;"12.73 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-16:00 ";"TAK";"Gmina Kozienice";"ul.  Parkowa 5 26-900 Kozienice, Kozienice, miasto";"8121828216";"670223333";"3390/P";"www.kozienice.pl";"NIE"
"Żłobek";"Żłobek ""Bajkowy Zakątek""";"MAZOWIECKIE > Powiat piaseczyński > Góra Kalwaria > Góra Kalwaria ul. Dominikańska 34";"www.bajkowyzakatek";"bajkowyzakatek@wp.pl";"724617000";"5";"5";"950.0 zł";;;;"10.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:45-18:00 ";"NIE";"""Bajkowy Zakątek"" Kubicka Kubicki sp. j.";"ul.  Pijarska 23b 05-530 Góra Kalwaria, Góra Kalwaria, miasto";"1231225840";"146267224";"728/P";;"NIE"
"Żłobek";"Żłobek ""Bajkowa Kryjówka""";"MAZOWIECKIE > Powiat Płock > Płock > Płock ul. Zbożowa 7";"www.bajkowakryjowka.pl";"biuro@bajkowakryjowka.pl";"502789111";"78";"41";"940.0 zł";;;"110.0 zł";;"Zniżka - Rodzeństwo uczęszczające do instytucji: 11.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"""Dziecięcy Ogród Stelmach, Graczykowska Spółka Jawna""";"ul.  Zbożowa 7 09-410 Płock, Płock, miasto";"7743212938";"146162554";"804/P";"www.bajkowakryjowka.pl";"NIE"
"Żłobek";"Kubusiolandia";"LUBELSKIE > Powiat kraśnicki > Annopol > Annopol Tadeusza Kościuszki 2A";"http://reaktywacjazlobek.pl/";"agnieszka_zbytniewska@vp.pl";"724555054";"20";"12";"1050.0 zł";;;;"14.5 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek, Sobota 6:30-16:30 ";"TAK";"Fundacja Liderzy Sukcesu";" 11A 23-212 Wilkołaz, Wólka Rudnicka, wieś";"7151913452";"060580769";"3489/P";;"NIE"
"Żłobek";"Żłobek Miejski ""Reksio"" Filia ";"ŚLĄSKIE > Powiat Częstochowa > Częstochowa > Częstochowa Sportowa 34a";"www.zlobek.ids.czest.pl";"sekretariat@zlobek.ids.czest.pl";"343634365";"109";"109";"721.14 zł";"20.0 zł";;;"10.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 25.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"Gmina Czestochowa";"ul.  Śląska 11 lok. 13 42-217 Częstochowa, Częstochowa, miasto";"5732745883";"151399002";"1876/P";"www.czestochowa.pl";"NIE"
"Żłobek";"""KAWAŁEK TĘCZY""";"ŚLĄSKIE > Powiat Tychy > Tychy > Tychy, miasto ul. Henryka Dąbrowskiego 93";"www.teczazlobek.pl";"kawalek.teczy@interia.pl";"792650602";"27";"24";"900.0 zł";;;;"17.0 zł";;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"Ewa Żak";;"6462098120";"243361184";"2044/P";"www.teczazlobek.pl";"NIE"
"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 3";"ŁÓDZKIE > Powiat Łódź > Łódź-Górna > Łódź-Górna Warneńczyka 5/17";"http://www.mzz.lodz.pl/";"zlobek3@mzz.lodz.pl";"42 646 42 27";"70";"75";"849.0 zł";;;;"6.5 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ";"NIE";"Miasto Łódź";"ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl";"NIE"
"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 6";"ŁÓDZKIE > Powiat Łódź > Łódź-Widzew > Łódź-Widzew Józefa Elsnera 12";"http://www.mzz.lodz.pl/";"zlobek6@mzz.lodz.pl";"42 671 03 57";"100";"109";"849.0 zł";;;;"6.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ";"NIE";"Miasto Łódź";"ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl";"NIE"
"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 8";"ŁÓDZKIE > Powiat Łódź > Łódź-Górna > Łódź-Górna Starorudzka 5/7";"http://www.mzz.lodz.pl/";"zlobek8@mzz.lodz.pl";"42 683 25 02";"90";"101";"849.0 zł";;;;"6.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ";"NIE";"Miasto Łódź";"ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl";"NIE"
"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 14";"ŁÓDZKIE > Powiat Łódź > Łódź-Bałuty > Łódź-Bałuty Pawia 20";"http://www.mzz.lodz.pl";"zlobek14@mzz.lodz.pl";"42 654 21 37";"100";"122";"849.0 zł";;;;"6.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ";"NIE";"Miasto Łódź";"ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl";"NIE"
"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 18";"ŁÓDZKIE > Powiat Łódź > Łódź-Bałuty > Łódź-Bałuty Harcerzy - Zatorowców 4";"http://www.mzz.lodz.pl";"zlobek18@mzz.lodz.pl";"42 652 24 80";"100";"123";"849.0 zł";;;;"6.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ";"NIE";"Miasto Łódź";"ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl";"NIE"
"Żłobek";"Miejski Zespół Żłobków Żłobek Nr 19";"ŁÓDZKIE > Powiat Łódź > Łódź-Górna > Łódź-Górna Tatrzańska 118";"http://www.mzz.lodz.pl";"zlobek19@mzz.lodz.pl";"42 646 48 39";"95";"87";"849.0 zł";;;;"7.0 zł";"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-17:30 ";"NIE";"Miasto Łódź";"ul.  Piotrkowska 104 90-026 Łódź-Śródmieście, Łódź-Śródmieście, delegatura";"7250028902";"472057632";"548/P";"http://www.mzz.lodz.pl";"NIE"
