Identyfikator instytucji;Typ instytucji;Nazwa;Województwo;Powiat;Gmina;Miejscowość;Ulica;Nr domu;Nr lokalu;Kod pocztowy;Geolokalizacja;Adres WWW żłobka/klubu;E-mail żłobka/klubu;Telefon żłobka/klubu;Liczba miejsc;Liczba dzieci zapisanych;Liczba miejsc ze środków KPO;Liczba miejsc ze środków FERS;Liczba dzieci zapisanych na miejsca z KPO;Liczba dzieci zapisanych na miejsca z FERS;Podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia) - opłata miesięczna;Opłata miesięczna na miejscach z KPO/FERS;Stawka za pobyt dziecka przekraczający 10 godzin dziennie - opłata godzinowa;Opłata godzinowa - podstawowa opłata ponoszona przez rodziców za pobyt dziecka (bez zniżek i bez wyżywienia);Opłata za wyżywienie - miesięczna;Opłata za wyżywienie - dzienna;Wydatki na funkcjonowanie – miesięcznie;W tym z programu Dofinansowanie wynagrodzeń;Zniżki;Godziny otwarcia;Czy żłobek/klub jest dostosowany do potrzeb dzieci niepełnosprawnych lub wymagających szczególnej opieki?;Czy podmiot prowadzący zawiesił działalność instytucji opieki?;Podmiot prowadzący - nazwa;Podmiot prowadzący - miejscowość;Podmiot prowadzący - ulica;Podmiot prowadzący - nr domu;Podmiot prowadzący - nr lokalu;Podmiot prowadzący - kod pocztowy;Podmiot prowadzący - NIP;Podmiot prowadzący - REGON;Podmiot prowadzący - numery pozycji rejestru;Adres WWW podmiotu prowadzącego żłobek/klub
"24479/Z";"Żłobek";"Żłobek ""Tęczowy Domek III""";"WIELKOPOLSKIE";"jarociński";"Jarocin";"Jarocin, miasto";"ul. Szubianki";"17a";;"63-200";"17.4996299;51.9622999";;"teczowy-domek@wp.pl";"510131781";"30";"30";;;;;1900.0;0.0;30.0;;;15.5;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"NIE";"Klub Dziecka ""Tęczowy Domek"" Sp. Z o.o.";"Jarocin, miasto";"ul. Wrocławska";"95 a";;"63-200";"6172204298";"302555320";"1377/P";
"24480/Z";"Klub dziecięcy";"Żłobek Marsjanki, Sale Zabaw Marsjanki";"LUBUSKIE";"Gorzów Wielkopolski";"Gorzów Wielkopolski";"Gorzów Wielkopolski, miasto";"ul.  Mieszka I";"39";;"66-400";"15.2290634;52.7431849";;"wisniewska-aneta@o2.pl";"724891748";"25";"31";"0";"0";"0";"0";1700.0;0.0;;;;15.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"NIE";"Żłobek Marsjanki, sale zabaw Marsjanki Aneta Beleć";;;;;;"5993052831";"080515207";"3209/P";
"24481/Z";"Żłobek";"Żłobek MOC Montessori";"MAZOWIECKIE";"Warszawa";"Warszawa - Białołęka";"Warszawa - Białołęka, dzielnica m. st. Warszawy";"ul.  Małej Brzozy";"12";;"03-289";"21.059500140112156;52.3081995";"www.mocmontessori.pl";"kontakt@mocmontessori.pl";"668555124";"25";"25";"0";"0";"0";"0";2200.0;0.0;;;;24.0;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:30-17:00 ";"TAK";"NIE";"Centrum Oświatowe MOC Montessori Sp. z o.o.";"Warszawa - Białołęka, dzielnica m. st. Warszawy";"ul.  Małej Brzozy";"12";;"03-289";"5223207485";"389654007";"25027/P";"www.mocmontessori.pl"
"24487/Z";"Żłobek";"Niepubliczny Żłobek ""Teddy&Me""";"MAZOWIECKIE";"pruszkowski";"Pruszków";"Pruszków, miasto";"ul.  Mechaników";"3";"U1";"05-800";"20.791720011546797;52.1645879";"https://teddyandme.pl/pruszkow";"kontakt@teddyandme.pl";"573444564";"54";"27";"0";"0";"0";"0";1800.0;0.0;;;;24.0;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 15.0% ";"Godziny pracy: Poniedziałek 07:00-18:00 Wtorek 07:00-18:00 Środa 07:00-18:00 Czwartek 07:00-18:00 Piątek 07:00-18:00 ";"NIE";"NIE";"M&K Kids Team s.c. Marzena Witczak Katarzyna Kurek";"Warszawa - Mokotów, dzielnica m. st. Warszawy";"ul. Obrzeżna";"1a";"188";"02-691";"5213823490";"369988072";"13096/P";
"24488/Z";"Żłobek";"Radość Maluszka";"POMORSKIE";"Gdańsk";"Gdańsk";"Gdańsk, miasto";"ul. mjr. Mieczysława Słabego";"2";"01";"80-298";"18.522600016893787;54.371432999999996";"www.radoscmaluszka.pl";"biuro@radoscmaluszka.pl";"502384814";"18";"18";"0";"0";"0";"0";2000.0;0.0;;;;20.5;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"NIE";"Agnieszka Hąbek";;;;;;"5831761483";"369670170";"12776/P";"www.radoscmaluszka.pl"
"2448/Z";"Żłobek";"Żłobek Miejski z Oddziałami Żłobkowymi";"LUBELSKIE";"puławski";"Puławy";"Puławy, miasto";"ul. Juliusza Słowackiego";"5A";;"24-100";"21.98391785190963;51.422811949999996";"www.zlobekmiejski.um.pulawy.pl";"zlobek@um.pulawy.pl";"814586380";"224";"195";"0";"39";"0";"39";1500.0;664.0;20.0;;;9.0;1584.41;220.38;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:00 ";"TAK";"NIE";"Miasto Puławy";"Puławy, miasto";"ul. Lubelska";"5";;"24-100";"7162657627";"431019371";"430/P";"www.pulawy.eu"
"2449/Z";"Żłobek";"Żłobek Miejski nr 1 ""Jedyneczka"" w Nysie";"OPOLSKIE";"nyski";"Nysa";"Nysa, miasto";"ul. Janusza Kusocińskiego";"2";"-";"48-303";"17.341773;50.461738";"www.zlobeknr1nysa.szkolnastrona.pl";"z1@gzo.nysa.pl";"774353686";"98";"95";;;;;1500.0;0.0;;;;8.0;2149.27;0.0;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:00 ";"NIE";"NIE";"Gmina Nysa";"Nysa";"Kolejowa";"15";"-";"48-300";"7532414579";"531412869";"421/P";
"24517/Z";"Żłobek";"Żłobek Przygody Mikołajka";"KUJAWSKO-POMORSKIE";"Włocławek";"Włocławek";"Włocławek, miasto";"ul. Brzeska";"14";;"87-900";"19.066656469421485;52.6578712";;"zlobekprzygodymikolajka.biuro@gmail.com";"698791019";"37";"37";;;;;1500.0;0.0;;;;16.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"TAK";"NIE";"GROW UP - CENTRUM ROZWOJU I KSZTAŁCENIA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ";"Warszawa - Śródmieście, dzielnica m. st. Warszawy";"ul. Grzybowska";"2";"31";"00-131";"1251735366";"522650260";"25269/P";"Grzybowska 2 / 3"
"24537/Z";"Żłobek";"Żłobek Latawce Dmuchawce III";"WIELKOPOLSKIE";"Poznań";"Poznań-Stare Miasto";"Poznań-Stare Miasto, delegatura";"ul. Błażeja";"78";"2";"61-608";"16.941057443618778;52.45670239767748";"www.latawce-dmuchawce.pl";"przedszkole@latawce-dmuchawce.pl";"730013860";"19";"19";;;;;1550.0;0.0;50.0;;;19.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:30 ";"NIE";"NIE";"Michał Zajdler";;;;;;"6182045884";"302036116";"2805/P";"www.latawce-dmuchawce.pl"
"2454/Z";"Żłobek";"Żłobek ""NIBYLANDIA""";"LUBUSKIE";"Zielona Góra";"Zielona Góra";"Zielona Góra";"Kożuchowska";"75";;"65-364";"15.508414;51.917251";"www.nibylandia24.eu";"biuro.nibylandia24@gmail.com";"733232434";"60";"35";"0";"0";"0";"0";1770.0;0.0;;;;17.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:30 ";"NIE";"NIE";"Marek  Małkiewicz, Wiesław Golec";"Zielona Góra, miasto";"ul.  Kożuchowska";"75";;"65-364";"9291855603";"081137397";"3066/P";
"24557/Z";"Klub dziecięcy";"Klub Dziecięcy Mozart";"WARMIŃSKO-MAZURSKIE";"iławski";"Iława";"Iława, miasto";"ul. Kardynała Stefana Wyszyńskiego";"39";"39";"14-200";"19.573555152102777;53.58742345";;"biuro@przedszkolemozart.pl";"661200872";"25";"18";"0";"0";"0";"0";1600.0;0.0;;;;10.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"NIE";"Mozart Sp. z o.o.";"Iława, miasto";"ul. Kardynała Stefana Wyszyńskiego";"39";;"14-200";"7441824828";"386518189";"25272/P";
"24558/Z";"Żłobek";"Żłobek AKUKU! ";"ŚLĄSKIE";"Tychy";"Tychy";"Tychy, miasto";"ul. Romana Dmowskiego";"108-112";;"43-100";"18.983437;50.1104403";;"zlobekakuku@wp.pl";"533303405";"20";"20";;;;;1500.0;0.0;;;;16.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"NIE";"Żłobek A KUKU! Przedszkole ABC Ewa Stec-Dobrzyńska";"Tychy, miasto";"ul. Romana Dmowskiego";"108-112";;"43-100";"7931453457";"241847304";"720/P";
"24559/Z";"Żłobek";"Niepubliczny Żłobek ""Słodziaki """;"MAŁOPOLSKIE";"Kraków";"Kraków-Krowodrza";"Kraków-Krowodrza, delegatura";"ul.  Zdrowa";"2a";;"31-216";"19.940318979915858;50.088879649999996";"https://www.zlobekwmichalowicach.pl/";"Maria.Ziarkowska92@gmail.com";"696776844";"25";"25";"0";"0";"0";"0";2200.0;0.0;30.0;;;18.8;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"NIE";"Maria Ziarkowska Mari";;;;;;"5130190562";"388092317";"2074/P";"https://www.zlobekwmichalowicach.pl/"
"2455/Z";"Żłobek";"Żłobek Miejski";"LUBELSKIE";"krasnostawski";"Krasnystaw";"Krasnystaw, miasto";"ul. Poniatowskiego";"48";;"22-300";"23.161351;50.988601";"https://www.zlobek-krasnystaw.pl/";"zm@zlobek-krasnystaw.pl";"825763182";"75";"75";;;;;1500.0;0.0;;;;9.0;;;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 50.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:00 ";"NIE";"NIE";"Miasto Krasnystaw";"Krasnystaw, miasto";"pl.  Plac 3 Maja";"29";;"22-300";"5641669053";"110197919";"21149/P";"www.krasnystaw.pl"
"24560/Z";"Żłobek";"Niepubliczny Żłobek DĘBOWE MISIE";"ŁÓDZKIE";"skierniewicki";"Skierniewice";"Dębowa Góra, wieś";;"57A";;"96-116";"20.13268;51.91695";;"debowemisie@gmail.com";"661037220";"45";"43";"0";"15";"0";"15";1800.0;1800.0;20.0;;;15.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"NIE";"Firma MIKAJO Michał Hanuszkiewicz";;;;;;"8361519733";"750776731";"25288/P";
"24561/Z";"Żłobek";"Żłobek Niepubliczny Kapitan Miś";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Śródmieście";"Wrocław-Śródmieście, delegatura";"ul. Partyzantów";"127";"40";"51-679";"17.055773932469428;51.115336049999996";"www.kapitanmis.pl";"kontakt@kapitanmis.pl";"570285101";"45";"45";;;;;1343.0;0.0;;;;23.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"NIE";"ProKids Biskup-Miś Grzejdziak Sp.J.";"Wrocław-Śródmieście, delegatura";"ul. Partyzantów";"127";"40";"51-679";"8992880349";"386170734";"25276/P";"40 Partyzantów 127"
"2456/Z";"Żłobek";"Żłobek Miejski nr 2 w Nysie";"OPOLSKIE";"nyski";"Nysa";"Nysa, miasto";"ul. Grodkowska";"30";"-";"48-300";"17.343807522476197;50.4856530658156";"www.zlobek2.nysa.pl";"z2@gzo.nysa.pl";"603064313";"72";"72";;;;;1500.0;0.0;;;;9.5;1821.64;0.0;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:00 ";"NIE";"NIE";"Gmina Nysa";"Nysa";"Kolejowa";"15";"-";"48-300";"7532414579";"531412869";"421/P";
"24577/Z";"Żłobek";"Niepubliczny Malinowy Żłobek-Filia";"ZACHODNIOPOMORSKIE";"goleniowski";"Nowogard";"Nowogard, miasto";"ul. Wojska Polskiego";"86";;"72-200";"15.11500199813501;53.673794799999996";"www.malinowyzlobek.pl";"biuro@malinowyzlobek.pl";"604873917";"19";"19";;;;;2000.0;0.0;;;;9.5;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"NIE";"Agata Coşkun";;;;;;"9860056074";"321380340";"341/P";
"2458/Z";"Żłobek";"Żłobek Miejski ""Słoneczko"" ";"LUBELSKIE";"Chełm";"Chełm";"Chełm, miasto";"ul. Wolności";"8";;"22-100";"23.47689;51.121483";"www.zlobeksloneczkochelm.szkolnastrona.pl";"sloneczko@zzmchelm.pl";"825638262";"89";"47";;;;;1500.0;0.0;43.0;;;10.0;2066.37;255.34;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"NIE";"Miasto Chełm";"Chełm, miasto";"ul. Lubelska";"65";;"22-100";"5632167582";"000594100";"400/P";"www.chelm.pl"
"24597/Z";"Klub dziecięcy";"Bajkowa Dolina";"ŁÓDZKIE";"pajęczański";"Nowa Brzeźnica";"Dubidze, wieś";"ul. Szkolna";"16";;"98-331";"19.1518911;51.1054812";;"bajkowadolina@nowabrzeznica.pl";"343119670";"23";"21";;;;;1500.0;0.0;;;;8.0;10409.26;1236.91;"Zniżka - Uczęszczanie więcej niż jednego dziecka do placówki (rodzeństwo): 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-16:00 ";"TAK";"NIE";"Gmina Nowa Brzeźnica";"Nowa Brzeźnica, wieś";"ul.  Kościuszki";"103";;"98-331";"5741460921";"000538107";"25328/P";
"24617/Z";"Żłobek";"Niepubliczny Żłobek ,,Kolorowe motyle'' Anna Jurga";"WIELKOPOLSKIE";"Leszno";"Leszno";"Leszno, miasto";"ul. Zacisze";"10";;"64-100";"16.5720473;51.8514428";"www.kolorowemotyle.com";"biuro.kolorowe.motyle@gmail.com";"781657574";"28";"28";;;;;2156.0;0.0;;;;16.2;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"NIE";"Anna Jurga";;;;;;"6972271273";"522966690";"25329/P";
"24618/Z";"Żłobek";"Niepubliczny Żłobek Ala ma kota ";"MAZOWIECKIE";"Warszawa";"Warszawa - Wola";"Warszawa - Wola, dzielnica m. st. Warszawy";"ul. Burakowska";"14";;"01-066";"20.978868130789884;52.2556631";"www.alalmakota.edu.pl";"burakowska@alamakota.edu.pl";"513330700";"16";"8";;;;;2200.0;0.0;50.0;;1890.0;;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:30-17:30 ";"TAK";"NIE";"Ala ma kota Konrad Sadowski";;;;;;"5211115352";"010727496";"1953/P";"www.alamakota.edu.pl"
"24619/Z";"Klub dziecięcy";"Klub Malucha Little Stars ";"POMORSKIE";"Gdańsk";"Gdańsk";"Gdańsk, miasto";"ul. Konrada Guderskiego";"1E";"12";"80-180";"18.5627477;54.3198438";;"marta-pelowska@wp.pl";"511388623";"14";"14";"0";"0";"0";"0";1500.0;0.0;;;;17.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"NIE";"NIE";"Klub Malucha Little Stars Marta Pelowska";;;;;;"6040232197";"522625492";"25330/P";
"2461/Z";"Żłobek";"Żłobek Miejski „Skarbiec Skrzata”";"LUBELSKIE";"Biała Podlaska";"Biała Podlaska";"Biała Podlaska, miasto";"ul. Janowska";"22";;"21-500";"23.117196059494024;52.036421594839084";"www.zlobek.bialapodlaska.pl";"zlobek.bp@org.bialapodlaska.pl";"833416423";"146";"146";;;;;1500.0;0.0;116.65;;;10.0;2086.19;132.86;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"TAK";"NIE";"Gmina Miejska Biała Podlaska";"Biała Podlaska, miasto";"ul. Marszałka Józefa Piłsudskiego";"3";;"21-500";"5372335662";"030237380";"434/P";"www.bialapodlaska.pl"
"24620/Z";"Żłobek";"Niepubliczny Integracyjny Żłobek NIBYLANDIA Sp. z o.o.";"PODKARPACKIE";"łańcucki";"Łańcut";"Łańcut, miasto";"ul. 29 Listopada";"40";;"37-100";"22.21617094853213;50.06775965";"https://nibylandia-lancut.pl/";"agnieszka.jucha7@gmail.com";"663935577";"46";"28";"0";"15";"0";"15";1500.0;836.0;;;;17.0;;;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Dziecko niepełnosprawne lub wymagające szczególnej opieki: 15.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:00-18:00 ";"TAK";"NIE";"NIEPUBLICZNE INTEGRACYJNE PRZEDSZKOLE I ŻŁOBEK NIBYLANDIA SP. Z O.O.";"Łańcut, miasto";"ul. 29 Listopada";"40";;"37-100";"8151812102";"520826358";"25348/P";"https://nibylandia-lancut.pl/"
"24637/Z";"Klub dziecięcy";"KLUB DZIECIĘCY ""MAŁY KUBUŚ"" IZABELA EWA KACZMARCZYK";"WARMIŃSKO-MAZURSKIE";"Elbląg";"Elbląg";"Elbląg, miasto";"ul.  Ogólna";"61";"1";"82-300";"19.416703329252634;54.1869526";;"nppk1@wp.pl";"607559434";"16";"24";"0";"0";"0";"0";1700.0;0.0;;;200.0;;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 50.0% ";"Godziny pracy: Poniedziałek 07:00-16:00 Wtorek 07:00-16:00 Środa 07:00-16:00 Czwartek 07:00-16:00 Piątek 07:00-16:00 ";"NIE";"NIE";"KLUB DZIECIĘCY ""MAŁY KUBUŚ"" IZABELA EWA KACZMARCZYK";"Elbląg, miasto";"ul.  Ogólna";"61";"1";"82-300";"5781644159";"170938556";"25389/P";
"24638/Z";"Żłobek";"Maleństwo i Przyjaciele";"MAZOWIECKIE";"Warszawa";"Warszawa - Wawer";"Warszawa - Wawer, dzielnica m. st. Warszawy";"ul.  Rekrucka";"3";;"04-235";"21.1415610244148;52.2373885";"www.malenstwo24.pl";"sekretariat@malenstwo24.pl";"533328138";"120";;"0";"0";"0";"0";0.0;0.0;;;;15.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:30 ";"NIE";"NIE";"Paweł Bobrowski Maleństwo i Przyjaciele";;;;;;"9521860402";"142231710";"1033/P";
"2464/Z";"Żłobek";"Żłobek ""Mały Staś""";"OPOLSKIE";"brzeski";"Lewin Brzeski";"Lewin Brzeski, miasto";"ul.  Mickiewicza";"2B";;"49-340";"17.617721708960424;50.75400365";"www.malystas.pl";"biuro.rehart@gmail.com";"508239128";"40";"27";"0";"0";"0";"0";1458.0;0.0;50.0;;;16.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Reh-art Barbara Janek";"Lewin Brzeski, miasto";"ul.  Mickiewicza";"2B";;"49-340";"7471106799";"531300952";"350/P";"www.malystas.pl"
"24660/Z";"Żłobek";"Niepubliczny żłobek ""Tulisiowo na Wesoło""";"ŚWIĘTOKRZYSKIE";"kielecki";"Zagnańsk";"Zagnańsk, wieś";"ul. Turystyczna";"91";;"26-050";"20.6588341478961;50.98301095";"tulisiowonawesolo.com";"attivo.biuro@wp.pl";"+48537241911";"43";"43";"0";"0";"0";"0";1500.0;0.0;;;;16.0;;;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 30.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 40.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"TAK";"NIE";"Attivo Zofia Gołębiowska";"Zagnańsk, wieś";"ul. Turystyczna";"91";;"26-050";"7961119467";"384371977";"22408/P";
"2466/Z";"Żłobek";"Z innej Bajki";"WIELKOPOLSKIE";"poznański";"Komorniki";"Komorniki";"Pocztowa";"33";;"62-052";"16.803599;52.337434";"www.zinnejbajki.com.pl";"kontakt@zinnejbajki.com.pl";"509125920";"30";"16";"0";"0";"0";"0";2000.0;0.0;;;;15.0;;;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"NIE";"Ewa Puńko";;;;;;"7321325287";"639676352";"401/P";
"24677/Z";"Żłobek";"Żłobek Gminny w Czersku";"POMORSKIE";"chojnicki";"Czersk";"Czersk, miasto";"ul.  Chojnicka";"5A";;"89-650";;;"anna.pietrzak@zlobek.czersk.pl";"889652653";"115";"91";"0";"0";"0";"0";1500.0;0.0;;;;13.0;2300.0;339.36;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"NIE";"Gmina Czersk";"Czersk, miasto";"ul. Kościuszki";"27";;"89-650";"5551908979";"092351274";"21538/P";
"24678/Z";"Żłobek";"Żłobek Tuliś Filia 2";"MAZOWIECKIE";"żyrardowski";"Żyrardów";"Żyrardów, miasto";"ul. Pawła Hulki-Laskowskiego";"8";;"96-300";"20.449694616101695;52.054883849999996";;"zlobek.tulis@gmail.com";"698700988";"9";"9";"0";"0";"0";"0";2100.0;0.0;;;;16.5;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-17:00 ";"NIE";"NIE";"Freedom Anna Kwaśniewska";;;;;;"8381573894";"017420677";"1689/P";
"24679/Z";"Żłobek";"Żłobek Serduszko";"ŚLĄSKIE";"Bielsko-Biała";"Bielsko-Biała";"Bielsko-Biała, miasto";"ul. Stanisława Moniuszki";"3";;"43-300";"19.044924092736192;49.82967635";"https://przedszkole-serduszko.pl/zlobek/";"sylwia.mazurczak@przedszkole-serduszko.pl";"502872145";"16";"13";"0";"0";"0";"0";1800.0;0.0;;;;16.0;;;"Zniżka - Wielodzietność/Karta Dużej Rodziny: 10.0% Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:30-16:30 ";"NIE";"NIE";"STOWARZYSZENIE DLA RODZINY ""SERDUSZKO""";"Bielsko-Biała, miasto";"ul. Stanisława Moniuszki";"3";;"43-300";"5471486660";"070428723";"25428/P";
"2467/Z";"Żłobek";"Niepubliczny żłobek ""Kraina Talentów""";"WIELKOPOLSKIE";"poznański";"Komorniki";"Komorniki";"Poznańska";"89";;"62-052";"16.817593;52.340811";;"krainatalentow89@gmail.com";"505133982";"0";"0";"0";"0";"0";"0";0.0;0.0;;;;10.5;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:30 ";"NIE";"TAK";"Piotr Łączkowski";;;;;;"7773010659";"302101150";"391/P";
"24680/Z";"Żłobek";"Żłobek Stefcio Lewcio";"MAZOWIECKIE";"Warszawa";"Warszawa - Mokotów";"Warszawa - Mokotów, dzielnica m. st. Warszawy";"ul. Biały Kamień";"7";"02U 02";"02-593";"20.994870621712085;52.207004600000005";"www.stefciolewcio.pl";"zlobekstefciolewcio@gmail.com";"602514995";"25";"25";;;;;2200.0;0.0;50.0;;;23.0;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 5.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:30-17:30 ";"NIE";"NIE";"DMC Dąbrówka Mrozowska";;;;;;"6721865667";"320478900";"20689/P";"https://zlobekstefciolewcio.pl/"
"24681/Z";"Żłobek";"Żłobek nr 17";"DOLNOŚLĄSKIE";"Wrocław";"Wrocław-Psie Pole";"Wrocław-Psie Pole, delegatura";"ul. Sołtysowicka";"29j";;"51-168";"17.1185445;51.150452";"zlobki.wroc.pl";"zlobek17@wzz.wroc.pl";"717186217";"174";"151";;;;;1500.0;0.0;50.0;;;10.0;2501.45;1000.0;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 06:00-17:00 ";"NIE";"NIE";"Gmina Wrocław";"Wrocław-Stare Miasto, delegatura";"pl. Nowy Targ";"1-8";;"50-141";"8971383551";"931934839";"763/P";
"24682/Z";"Żłobek";"Kraina Uśmiechu Żłobek";"MAZOWIECKIE";"siedlecki";"Zbuczyn";"Zbuczyn, wieś";"ul. Południowa";"6";;"08-106";"22.442457604739232;52.085259449999995";;"krainausmiechu.zlobek@gmail.com";"507466919";"80";"40";"0";"0";"0";"0";2000.0;0.0;;;;15.0;;;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"NIE";"Kraina Uśmiechu Żłobek E. Wierzejska, W. Jasińska S.C.";"Zbuczyn, wieś";"ul. Południowa";"6";;"08-106";"8212680297";"522686111";"25450/P";
"24697/Z";"Żłobek";"Gminny Żłobek w Łyszkowicach";"ŁÓDZKIE";"łowicki";"Łyszkowice";"Łyszkowice, wieś";"ul. Księstwa Łowickiego";"11";"b";"99-420";"19.9131837;51.9843752";;"randrzejczak@gzeas.lyszkowice.pl";"468116194";"25";"25";;;;;1500.0;0.0;5.0;;;17.2;2248.02;1231.1;;"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 07:00-17:00 ";"TAK";"NIE";"GMINA ŁYSZKOWICE";"Łyszkowice, wieś";"ul.  Gminna";"11";;"99-420";"8341775108";"750148325";"25451/P";
"2469/Z";"Żłobek";"Żłobek Żabulinki";"WIELKOPOLSKIE";"poznański";"Komorniki";"Plewiska";"Południowa";"81";;"62-064";"16.827879;52.36812";"www.zabulinki.pl";"zabulinki@zabulinki.pl";"663916587,609317314";"16";"19";"0";"0";"0";"0";1700.0;0.0;;;;19.9;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 10.0% Zniżka - Ucieczka przed wojną w Ukrainie: 100.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 7:00-17:00 ";"NIE";"NIE";"Żłobek Żabulinki Monika Macherowska, Katarzyna Reinholz";;;;;;"7773061510";"300876622";"426/P";"www.zabulinki.pl"
"2470/Z";"Żłobek";"Żłobek ""Baśniolandia""";"WIELKOPOLSKIE";"poznański";"Komorniki";"Komorniki";"Ks. Gładysza";"10";;"62-052";"16.799544;52.340314";"www.basniolandia.pl";"usarewicz@onet.eu";"500032013";"30";"28";"0";"0";"0";"0";2300.0;0.0;;;;18.0;;;"Zniżka - Rodzeństwo uczęszczające do instytucji: 20.0% ";"Godziny pracy: Poniedziałek, Wtorek, Środa, Czwartek, Piątek 6:30-17:30 ";"NIE";"NIE";"Marta Usarewicz";;;;;;"7792187407";"302298514";"378/P";"www.basniolandia.pl"
